8,23
8,2,23
8,6,23
8,7,23
8,30,23
8,45,23
8,47,23
8,49,23
8,32,7,49,23
8,28,13,27,23
8,31,47,0,23
8,28,44,47,23
8,31,47,7,23
8,28,9,49,23
8,28,44,5,23
8,31,47,21,23
8,28,1,13,23
8,28,9,5,23
8,28,44,29,23
8,31,47,26,23
8,28,14,2,23
8,28,1,38,23
8,28,9,25,23
8,31,47,27,23
8,28,20,25,23
8,28,14,0,23
8,28,1,45,23
8,28,9,26,23
8,31,47,38,23
8,28,35,45,23
8,28,20,5,23
8,28,14,25,23
8,28,9,27,23
8,41,0,7,23
8,20,3,7,23
8,7,5,0,23
8,20,36,26,23
8,49,7,5,23
8,7,25,6,23
8,20,25,6,23
8,33,46,5,23
8,20,49,7,23
8,33,43,47,23
8,45,6,29,23
8,20,26,47,23
8,32,49,7,23
8,33,6,25,23
8,28,26,47,23
8,7,27,30,23
8,32,5,0,23
8,17,0,7,23
8,32,9,5,23
8,7,21,29,23
8,6,4,49,23
8,32,15,47,23
8,47,0,7,23
8,49,25,6,23
8,45,46,5,23
8,45,1,13,23
8,17,6,25,23
8,48,6,25,23
8,47,21,7,23
8,46,7,5,23
8,31,12,49,23
8,49,38,7,23
8,6,25,7,23
8,7,0,5,23
8,41,46,5,23
8,41,1,13,23
8,2,4,49,23
8,48,47,7,23
8,30,27,13,23
8,28,7,0,23
8,22,10,2,23
8,46,45,6,23
8,33,29,2,23
8,32,45,6,23
8,46,24,21,23
8,46,32,49,23
8,22,11,47,23
8,22,9,5,23
8,6,29,2,23
8,32,45,7,23
8,46,38,5,23
8,46,19,47,23
8,32,45,27,23
8,46,38,7,23
8,46,33,5,23
8,46,19,0,23
8,32,45,30,23
8,46,38,47,23
8,46,34,47,23
8,46,33,6,23
8,46,19,2,23
8,32,45,49,23
8,46,38,49,23
8,46,39,5,23
8,46,34,10,23
8,46,33,7,23
8,46,19,5,23
8,46,41,49,23
8,46,39,13,23
8,46,34,13,23
8,46,33,10,23
8,46,19,7,23
8,46,42,13,23
8,46,41,0,23
8,46,39,25,23
8,46,33,29,23
8,46,19,30,23
8,46,44,5,23
8,46,42,5,23
8,46,41,2,23
8,46,19,38,23
8,46,44,29,23
8,46,42,45,23
8,46,41,7,23
8,46,39,47,23
8,46,44,47,23
8,46,41,10,23
8,46,32,5,23
8,22,12,49,23
8,46,41,26,23
8,46,32,7,23
8,22,15,47,23
8,22,12,6,23
8,46,32,10,23
8,22,24,25,23
8,22,15,5,23
8,22,12,25,23
8,46,32,13,23
8,22,39,5,23
8,22,24,21,23
8,22,15,6,23
8,22,12,30,23
8,46,32,38,23
8,22,39,13,23
8,22,15,10,23
8,22,12,38,23
8,22,15,25,23
8,46,32,45,23
8,22,15,29,23
8,22,39,25,23
8,22,11,0,23
8,22,39,47,23
8,22,11,2,23
8,22,9,25,23
8,6,29,21,23
8,22,9,26,23
8,6,29,25,23
8,22,9,27,23
8,30,12,6,23
8,22,9,47,23
8,30,12,25,23
8,33,29,6,23
8,30,12,38,23
8,33,29,21,23
8,46,45,7,23
8,33,29,25,23
8,46,45,27,23
8,30,16,45,23
8,46,45,30,23
8,30,46,49,23
8,30,16,0,23
8,46,45,49,23
8,30,18,10,23
8,30,46,5,23
8,30,16,2,23
8,30,19,5,23
8,30,18,6,23
8,30,46,7,23
8,30,16,5,23
8,30,20,49,23
8,30,19,0,23
8,30,18,21,23
8,30,46,10,23
8,30,16,7,23
8,30,22,6,23
8,30,20,5,23
8,30,19,2,23
8,30,18,29,23
8,30,46,27,23
8,30,16,27,23
8,30,37,6,23
8,30,19,7,23
8,30,22,7,23
8,30,46,38,23
8,30,16,38,23
8,30,37,13,23
8,30,19,38,23
8,30,22,10,23
8,30,46,45,23
8,30,20,25,23
8,30,37,26,23
8,30,19,47,23
8,30,22,13,23
8,30,46,47,23
8,30,20,26,23
8,30,22,27,23
8,30,37,27,23
8,28,7,5,23
8,31,26,47,23
8,28,7,21,23
8,31,26,49,23
8,28,7,25,23
8,46,5,7,23
8,28,7,27,23
8,46,5,38,23
8,28,7,38,23
8,30,27,45,23
8,28,7,45,23
8,30,27,47,23
8,28,7,47,23
8,48,47,21,23
8,28,7,49,23
8,48,47,26,23
8,32,38,47,23
8,48,47,27,23
8,32,38,49,23
8,48,47,38,23
8,2,4,6,23
8,2,11,47,23
8,2,4,10,23
8,2,14,0,23
8,2,11,0,23
8,2,4,29,23
8,2,16,45,23
8,2,14,25,23
8,2,4,45,23
8,2,41,49,23
8,2,16,0,23
8,2,14,29,23
8,2,19,7,23
8,2,41,0,23
8,2,16,5,23
8,2,14,47,23
8,2,28,26,23
8,2,19,0,23
8,2,41,7,23
8,2,16,7,23
8,2,35,7,23
8,2,28,7,23
8,2,19,5,23
8,2,41,10,23
8,2,16,27,23
8,2,35,10,23
8,2,28,13,23
8,2,19,30,23
8,2,41,26,23
8,2,16,30,23
8,2,35,29,23
8,2,28,38,23
8,2,19,38,23
8,2,16,38,23
8,2,35,45,23
8,2,19,47,23
8,28,2,10,23
8,44,29,2,23
8,44,5,0,23
8,17,25,7,23
8,41,1,38,23
8,41,11,47,23
8,7,0,47,23
8,41,46,7,23
8,22,7,0,23
8,17,26,49,23
8,6,25,29,23
8,49,38,47,23
8,44,47,7,23
8,31,12,6,23
8,31,15,47,23
8,49,45,6,23
8,17,3,49,23
8,47,21,29,23
8,46,7,21,23
8,17,6,29,23
8,48,6,29,23
8,17,27,7,23
8,22,27,30,23
8,45,1,38,23
8,45,3,49,23
8,46,47,21,23
8,45,46,7,23
8,49,25,7,23
8,2,29,6,23
8,45,7,0,23
8,22,6,25,23
8,46,30,27,23
8,49,21,29,23
8,32,15,5,23
8,6,4,2,23
8,32,34,47,23
8,44,3,49,23
8,47,7,5,23
8,6,12,49,23
8,7,21,47,23
8,7,38,47,23
8,32,9,25,23
8,17,0,47,23
8,46,27,7,23
8,6,12,25,23
8,7,21,49,23
8,7,38,49,23
8,32,9,26,23
8,47,38,5,23
8,46,27,13,23
8,6,12,30,23
8,7,47,26,23
8,32,5,7,23
8,32,9,27,23
8,47,38,7,23
8,46,27,30,23
8,6,12,38,23
8,7,47,27,23
8,47,38,49,23
8,46,27,45,23
8,32,5,38,23
8,7,47,38,23
8,32,9,47,23
8,46,27,47,23
8,47,7,21,23
8,6,15,47,23
8,7,27,45,23
8,44,3,7,23
8,47,7,25,23
8,6,17,0,23
8,6,15,5,23
8,7,27,47,23
8,44,3,13,23
8,47,7,27,23
8,6,48,47,23
8,6,17,13,23
8,6,15,10,23
8,44,3,29,23
8,47,7,38,23
8,6,18,21,23
8,6,48,0,23
8,6,17,25,23
8,6,15,25,23
8,44,3,45,23
8,47,7,45,23
8,6,22,13,23
8,6,18,10,23
8,6,15,29,23
8,6,17,26,23
8,47,7,49,23
8,6,33,7,23
8,6,22,7,23
8,6,18,29,23
8,6,17,27,23
8,6,37,13,23
8,6,33,5,23
8,6,22,10,23
8,6,18,30,23
8,6,37,26,23
8,6,33,10,23
8,6,22,27,23
8,44,4,49,23
8,6,37,27,23
8,6,33,29,23
8,6,22,30,23
8,44,46,49,23
8,44,4,2,23
8,6,37,30,23
8,7,45,30,23
8,44,24,25,23
8,44,46,5,23
8,44,4,6,23
8,44,24,21,23
8,44,46,7,23
8,44,4,10,23
8,7,45,49,23
8,44,46,10,23
8,44,4,29,23
8,44,19,47,23
8,44,46,27,23
8,44,4,45,23
8,44,43,47,23
8,44,19,0,23
8,44,46,30,23
8,44,41,49,23
8,44,43,7,23
8,44,19,2,23
8,44,46,38,23
8,44,28,2,23
8,44,41,0,23
8,44,43,13,23
8,44,19,5,23
8,44,46,45,23
8,44,31,26,23
8,44,28,7,23
8,44,41,2,23
8,44,43,26,23
8,44,19,7,23
8,44,46,47,23
8,44,34,13,23
8,44,31,47,23
8,44,43,27,23
8,44,19,30,23
8,44,28,13,23
8,44,35,45,23
8,44,34,10,23
8,44,43,29,23
8,44,19,38,23
8,44,28,26,23
8,44,36,0,23
8,44,35,2,23
8,44,34,47,23
8,44,43,38,23
8,44,28,38,23
8,44,36,13,23
8,44,35,7,23
8,44,41,7,23
8,44,36,26,23
8,44,35,10,23
8,44,41,10,23
8,44,36,27,23
8,44,35,29,23
8,44,41,26,23
8,28,26,49,23
8,32,34,10,23
8,32,35,45,23
8,33,6,29,23
8,32,34,13,23
8,32,46,49,23
8,32,35,2,23
8,33,6,45,23
8,32,37,13,23
8,32,46,5,23
8,32,35,7,23
8,32,39,47,23
8,32,37,6,23
8,32,46,7,23
8,32,35,10,23
8,32,43,7,23
8,32,39,5,23
8,32,37,26,23
8,32,46,10,23
8,32,35,29,23
8,32,43,13,23
8,32,39,13,23
8,32,37,27,23
8,32,46,27,23
8,32,43,26,23
8,32,39,25,23
8,32,37,30,23
8,32,46,30,23
8,32,43,27,23
8,6,4,10,23
8,32,46,38,23
8,32,43,29,23
8,6,4,29,23
8,32,46,45,23
8,32,43,38,23
8,6,4,45,23
8,32,46,47,23
8,32,43,47,23
8,32,15,6,23
8,6,45,7,23
8,48,0,47,23
8,32,15,10,23
8,6,45,27,23
8,32,49,21,23
8,32,15,25,23
8,6,45,30,23
8,32,49,25,23
8,32,15,29,23
8,6,45,49,23
8,32,49,26,23
8,49,21,47,23
8,46,30,45,23
8,32,49,38,23
8,20,26,49,23
8,22,6,29,23
8,32,49,45,23
8,45,7,5,23
8,22,6,45,23
8,7,16,0,23
8,45,7,21,23
8,49,25,29,23
8,7,16,2,23
8,45,7,25,23
8,2,29,21,23
8,7,16,5,23
8,2,29,25,23
8,7,16,27,23
8,45,7,27,23
8,7,16,30,23
8,45,7,38,23
8,7,16,38,23
8,45,7,47,23
8,33,43,7,23
8,45,7,49,23
8,33,43,13,23
8,45,46,10,23
8,33,43,26,23
8,45,46,27,23
8,33,43,27,23
8,45,46,30,23
8,33,43,29,23
8,45,46,38,23
8,33,43,38,23
8,45,46,47,23
8,46,47,26,23
8,20,5,0,23
8,46,47,27,23
8,20,5,7,23
8,46,47,38,23
8,20,5,38,23
8,20,30,27,23
8,48,1,45,23
8,20,30,45,23
8,48,12,49,23
8,48,1,13,23
8,48,14,47,23
8,48,12,6,23
8,48,1,38,23
8,48,19,47,23
8,48,14,0,23
8,48,12,25,23
8,48,31,26,23
8,48,19,0,23
8,48,14,2,23
8,48,12,30,23
8,48,31,47,23
8,48,19,2,23
8,48,14,25,23
8,48,12,38,23
8,48,19,5,23
8,48,14,29,23
8,48,19,7,23
8,7,46,49,23
8,48,19,30,23
8,7,19,47,23
8,7,46,5,23
8,48,19,38,23
8,7,43,47,23
8,7,19,0,23
8,7,46,10,23
8,7,22,6,23
8,7,43,13,23
8,7,19,2,23
8,7,46,27,23
8,7,28,2,23
8,7,22,10,23
8,7,43,26,23
8,7,19,5,23
8,7,46,30,23
8,7,32,49,23
8,7,28,13,23
8,7,22,13,23
8,7,43,27,23
8,7,19,30,23
8,7,46,38,23
8,7,33,5,23
8,7,32,5,23
8,7,28,26,23
8,7,22,27,23
8,7,19,38,23
8,7,46,45,23
8,7,35,2,23
8,7,33,6,23
8,7,32,10,23
8,7,28,38,23
8,7,22,30,23
8,7,46,47,23
8,7,41,0,23
8,7,35,10,23
8,7,33,10,23
8,7,32,13,23
8,7,43,29,23
8,7,41,2,23
8,7,35,29,23
8,7,33,29,23
8,7,32,38,23
8,7,43,38,23
8,7,41,10,23
8,7,35,45,23
8,7,32,45,23
8,7,41,26,23
8,33,3,49,23
8,7,41,49,23
8,33,1,13,23
8,33,3,7,23
8,33,4,49,23
8,33,1,38,23
8,33,3,13,23
8,33,14,2,23
8,33,4,2,23
8,33,1,45,23
8,33,3,29,23
8,33,17,6,23
8,33,14,0,23
8,33,4,6,23
8,33,3,45,23
8,33,31,26,23
8,33,4,10,23
8,33,17,0,23
8,33,39,47,23
8,33,31,47,23
8,33,4,29,23
8,33,17,13,23
8,33,40,13,23
8,33,39,5,23
8,33,4,45,23
8,33,17,25,23
8,33,40,26,23
8,33,39,13,23
8,33,17,26,23
8,33,40,38,23
8,33,39,25,23
8,33,17,27,23
8,33,14,25,23
8,45,3,7,23
8,33,14,29,23
8,45,3,13,23
8,33,14,47,23
8,45,3,29,23
8,45,4,49,23
8,20,49,21,23
8,45,16,5,23
8,45,4,2,23
8,20,49,25,23
8,45,32,49,23
8,45,16,0,23
8,45,4,6,23
8,20,49,26,23
8,45,35,2,23
8,45,32,5,23
8,45,16,2,23
8,45,4,10,23
8,20,49,38,23
8,45,42,5,23
8,45,35,7,23
8,45,32,7,23
8,45,16,7,23
8,45,4,29,23
8,20,49,45,23
8,45,42,13,23
8,45,35,10,23
8,45,32,10,23
8,45,16,27,23
8,45,35,29,23
8,45,32,13,23
8,45,16,30,23
8,45,32,38,23
8,45,16,38,23
8,22,27,45,23
8,47,15,5,23
8,22,27,47,23
8,47,15,6,23
8,33,46,7,23
8,47,15,10,23
8,33,46,10,23
8,47,15,29,23
8,33,46,27,23
8,17,27,13,23
8,33,46,30,23
8,17,27,30,23
8,33,46,38,23
8,17,27,45,23
8,33,46,45,23
8,17,27,47,23
8,33,46,47,23
8,48,6,45,23
8,20,25,7,23
8,17,6,45,23
8,20,25,29,23
8,46,7,25,23
8,20,25,49,23
8,46,7,27,23
8,7,49,21,23
8,46,7,38,23
8,7,49,25,23
8,46,7,45,23
8,7,49,26,23
8,46,7,47,23
8,7,49,38,23
8,46,7,49,23
8,7,49,45,23
8,47,19,38,23
8,7,25,29,23
8,47,11,0,23
8,47,19,0,23
8,7,25,49,23
8,47,46,49,23
8,47,11,2,23
8,47,19,2,23
8,47,31,26,23
8,47,46,5,23
8,47,19,5,23
8,47,34,10,23
8,47,46,7,23
8,47,19,7,23
8,47,39,5,23
8,47,34,13,23
8,47,46,10,23
8,47,19,30,23
8,47,43,26,23
8,47,39,13,23
8,47,46,27,23
8,47,44,29,23
8,47,43,7,23
8,47,39,25,23
8,47,46,30,23
8,47,48,0,23
8,47,44,5,23
8,47,43,13,23
8,47,46,38,23
8,47,48,6,23
8,47,21,49,23
8,17,3,7,23
8,49,7,21,23
8,17,9,49,23
8,49,45,7,23
8,46,49,26,23
8,20,36,0,23
8,31,15,5,23
8,31,18,30,23
8,20,14,0,23
8,31,12,25,23
8,44,47,21,23
8,45,49,7,23
8,49,3,45,23
8,47,27,45,23
8,7,5,38,23
8,6,25,49,23
8,20,3,13,23
8,22,7,5,23
8,7,3,29,23
8,41,0,47,23
8,41,46,10,23
8,49,3,7,23
8,28,9,47,23
8,41,11,0,23
8,20,3,29,23
8,22,7,21,23
8,7,3,45,23
8,49,4,45,23
8,41,46,27,23
8,49,3,13,23
8,20,3,45,23
8,22,7,25,23
8,45,49,21,23
8,49,9,47,23
8,49,4,2,23
8,41,46,30,23
8,49,3,29,23
8,22,7,27,23
8,45,49,25,23
8,49,46,45,23
8,49,9,5,23
8,49,4,6,23
8,41,46,38,23
8,22,7,38,23
8,45,49,26,23
8,49,12,25,23
8,49,46,5,23
8,49,9,25,23
8,49,4,10,23
8,41,46,45,23
8,22,7,45,23
8,45,49,38,23
8,49,20,25,23
8,49,12,6,23
8,49,46,7,23
8,49,9,26,23
8,49,4,29,23
8,49,32,5,23
8,49,20,5,23
8,49,12,30,23
8,49,46,10,23
8,49,9,27,23
8,49,41,0,23
8,49,32,7,23
8,49,20,26,23
8,49,12,38,23
8,49,46,27,23
8,49,41,2,23
8,49,32,10,23
8,49,20,30,23
8,41,46,47,23
8,49,46,30,23
8,49,41,7,23
8,49,32,13,23
8,22,7,47,23
8,41,11,2,23
8,49,46,38,23
8,49,41,10,23
8,49,32,38,23
8,22,7,49,23
8,41,15,6,23
8,49,46,47,23
8,49,41,26,23
8,49,32,45,23
8,44,47,26,23
8,41,31,26,23
8,41,15,5,23
8,31,12,30,23
8,30,45,6,23
8,44,47,27,23
8,41,39,13,23
8,41,31,47,23
8,41,15,10,23
8,31,12,38,23
8,30,45,7,23
8,44,47,38,23
8,41,44,5,23
8,41,39,5,23
8,41,15,25,23
8,30,45,27,23
8,47,9,25,23
8,41,44,29,23
8,41,39,25,23
8,41,15,29,23
8,30,45,49,23
8,47,9,26,23
8,41,44,47,23
8,41,39,47,23
8,41,15,47,23
8,28,14,29,23
8,47,9,27,23
8,41,1,45,23
8,20,14,2,23
8,20,17,6,23
8,28,14,47,23
8,17,25,29,23
8,20,14,25,23
8,20,18,21,23
8,20,17,0,23
8,17,25,49,23
8,20,14,29,23
8,20,35,45,23
8,20,18,6,23
8,20,17,13,23
8,20,14,47,23
8,20,28,13,23
8,20,35,2,23
8,20,18,10,23
8,20,17,25,23
8,20,34,10,23
8,20,28,2,23
8,20,35,7,23
8,20,18,29,23
8,20,17,26,23
8,20,34,13,23
8,20,28,7,23
8,20,35,10,23
8,20,18,30,23
8,20,17,27,23
8,20,34,47,23
8,20,28,26,23
8,20,35,29,23
8,31,18,6,23
8,31,33,5,23
8,20,28,38,23
8,28,20,26,23
8,31,18,10,23
8,31,34,47,23
8,31,33,6,23
8,28,20,30,23
8,31,18,21,23
8,31,41,49,23
8,31,34,10,23
8,31,33,7,23
8,28,20,49,23
8,31,18,29,23
8,31,48,47,23
8,31,41,0,23
8,31,34,13,23
8,31,33,10,23
8,31,42,13,23
8,31,48,0,23
8,31,41,2,23
8,31,33,29,23
8,31,44,5,23
8,31,42,5,23
8,31,48,6,23
8,31,41,7,23
8,31,44,29,23
8,31,42,45,23
8,44,5,7,23
8,31,41,10,23
8,31,44,47,23
8,31,15,6,23
8,44,5,38,23
8,31,41,26,23
8,20,36,13,23
8,31,15,10,23
8,44,29,6,23
8,46,49,38,23
8,20,36,27,23
8,31,15,25,23
8,44,29,21,23
8,46,49,45,23
8,49,45,27,23
8,31,15,29,23
8,44,29,25,23
8,47,14,0,23
8,49,45,30,23
8,28,35,2,23
8,28,2,29,23
8,47,14,2,23
8,17,9,5,23
8,28,35,7,23
8,17,15,47,23
8,47,14,25,23
8,17,9,25,23
8,28,35,10,23
8,17,16,45,23
8,17,15,5,23
8,17,9,26,23
8,28,35,29,23
8,17,18,6,23
8,17,16,0,23
8,17,15,6,23
8,17,9,27,23
8,17,40,26,23
8,17,18,10,23
8,17,16,2,23
8,17,15,10,23
8,17,9,47,23
8,17,19,5,23
8,17,40,13,23
8,17,18,21,23
8,17,16,5,23
8,17,15,25,23
8,17,20,49,23
8,17,19,0,23
8,17,40,38,23
8,17,18,29,23
8,17,16,7,23
8,17,15,29,23
8,17,33,6,23
8,17,20,5,23
8,17,19,2,23
8,17,18,30,23
8,17,20,25,23
8,17,19,7,23
8,17,16,27,23
8,17,20,26,23
8,17,19,30,23
8,17,16,30,23
8,17,20,30,23
8,17,19,38,23
8,17,16,38,23
8,17,34,10,23
8,17,19,47,23
8,17,33,5,23
8,17,34,13,23
8,17,3,13,23
8,17,33,7,23
8,17,34,47,23
8,17,3,29,23
8,17,33,10,23
8,49,7,25,23
8,17,3,45,23
8,17,33,29,23
8,49,7,27,23
8,28,39,13,23
8,47,43,27,23
8,49,7,38,23
8,28,42,5,23
8,28,39,5,23
8,47,43,29,23
8,49,7,45,23
8,28,42,13,23
8,28,39,25,23
8,47,43,38,23
8,49,7,47,23
8,28,42,45,23
8,28,39,47,23
8,47,46,45,23
8,45,3,13,27,23
8,47,46,7,0,23
8,47,43,7,0,23
8,47,39,46,49,23
8,47,46,30,27,23
8,47,48,0,5,23
8,47,44,3,49,23
8,47,44,5,0,23
8,47,43,13,27,23
8,28,39,47,0,23
8,47,46,45,6,23
8,47,39,25,6,23
8,47,39,13,27,23
8,47,46,27,7,23
8,47,44,29,2,23
8,47,34,13,27,23
8,2,16,30,27,23
8,2,41,46,49,23
8,47,43,26,49,23
8,47,46,10,2,23
8,47,19,4,49,23
8,47,19,30,27,23
8,47,19,5,0,23
8,47,34,10,2,23
8,47,39,5,0,23
8,47,34,4,49,23
8,2,19,30,27,23
8,47,19,7,0,23
8,47,46,5,0,23
8,47,31,26,49,23
8,47,11,0,5,23
8,47,19,2,10,23
8,47,11,2,10,23
8,2,19,0,5,23
8,47,46,49,7,23
8,2,41,7,0,23
8,2,19,5,0,23
8,7,25,49,21,23
8,47,19,0,5,23
8,2,16,7,0,23
8,31,47,27,7,23
8,28,1,4,49,23
8,47,31,12,49,23
8,2,35,7,0,23
8,47,19,38,5,23
8,7,25,29,2,23
8,7,49,38,5,23
8,2,16,0,5,23
8,47,11,41,26,23
8,7,49,26,47,23
8,2,14,29,6,23
8,28,1,38,5,23
8,46,7,47,0,23
8,2,28,7,0,23
8,7,25,9,49,23
8,31,47,26,49,23
8,28,14,0,5,23
8,28,44,29,2,23
8,28,9,25,6,23
8,46,7,45,6,23
8,45,16,27,7,23
8,7,49,25,6,23
8,46,7,38,5,23
8,7,49,21,29,23
8,46,7,27,13,23
8,2,28,26,47,23
8,2,19,7,0,23
8,2,14,47,0,23
8,7,49,3,45,23
8,46,7,25,6,23
8,20,25,29,2,23
8,46,7,3,49,23
8,2,14,11,47,23
8,28,14,2,10,23
8,2,41,0,5,23
8,2,16,5,0,23
8,20,25,7,0,23
8,33,46,45,6,23
8,17,27,45,6,23
8,33,46,38,5,23
8,2,16,45,6,23
8,17,27,30,45,23
8,2,14,25,6,23
8,28,1,13,27,23
8,33,46,30,27,23
8,2,4,45,6,23
8,47,9,5,0,23
8,20,25,9,49,23
8,28,9,5,0,23
8,28,44,47,0,23
8,47,9,49,7,23
8,33,46,27,7,23
8,33,46,10,2,23
8,47,15,10,2,23
8,2,11,47,0,23
8,17,6,4,49,23
8,32,38,47,0,23
8,28,44,3,49,23
8,48,6,4,49,23
8,33,46,24,25,23
8,33,46,7,0,23
8,47,15,6,25,23
8,17,27,9,49,23
8,22,13,27,7,23
8,2,4,29,6,23
8,31,47,0,5,23
8,2,4,44,47,23
8,47,15,5,0,23
8,22,27,45,6,23
8,45,16,30,27,23
8,45,32,13,27,23
8,31,47,7,0,23
8,45,35,29,2,23
8,48,47,27,7,23
8,32,38,5,0,23
8,2,41,49,7,23
8,2,11,0,5,23
8,47,15,4,49,23
8,41,26,47,0,23
8,2,4,6,25,23
8,46,47,0,5,23
8,22,27,7,0,23
8,45,32,10,2,23
8,45,35,10,2,23
8,45,42,13,27,23
8,20,49,21,7,23
8,45,4,49,7,23
8,33,14,29,2,23
8,20,49,45,6,23
8,22,27,9,49,23
8,45,3,7,0,23
8,45,4,29,2,23
8,2,14,0,5,23
8,33,14,25,6,23
8,28,9,49,7,23
8,45,16,12,49,23
8,45,32,9,49,23
8,45,16,7,0,23
8,28,7,45,6,23
8,28,44,5,0,23
8,45,16,0,5,23
8,45,4,6,25,23
8,20,49,26,47,23
8,45,35,11,47,23
8,47,7,0,5,23
8,45,32,49,7,23
8,28,7,38,5,23
8,46,49,25,6,23
8,30,27,45,6,23
8,48,0,5,7,23
8,45,42,46,49,23
8,20,49,3,45,23
8,32,7,21,29,23
8,45,4,44,47,23
8,48,47,9,49,23
8,20,49,25,6,23
8,45,32,5,0,23
8,20,49,38,5,23
8,45,42,5,0,23
8,45,32,7,0,23
8,45,35,7,0,23
8,45,4,10,2,23
8,45,16,2,10,23
8,32,7,27,13,23
8,45,35,2,10,23
8,32,38,1,13,23
8,28,7,25,6,23
8,32,7,38,5,23
8,46,5,7,0,23
8,28,7,21,29,23
8,47,27,30,45,23
8,45,4,2,10,23
8,45,16,5,0,23
8,33,39,5,0,23
8,33,31,47,0,23
8,28,7,3,49,23
8,33,40,13,27,23
8,32,7,45,6,23
8,7,47,0,5,23
8,33,17,13,27,23
8,33,4,29,2,23
8,28,7,27,13,23
8,47,27,7,0,23
8,33,5,7,0,23
8,7,45,6,25,23
8,30,27,9,49,23
8,33,39,25,6,23
8,33,17,26,47,23
8,7,41,49,21,23
8,33,39,13,27,23
8,33,40,26,47,23
8,33,17,25,6,23
8,33,39,47,0,23
8,33,4,45,6,23
8,46,45,27,7,23
8,28,13,43,47,23
8,33,4,6,25,23
8,30,22,13,27,23
8,32,7,3,49,23
8,45,3,44,47,23
8,7,38,5,0,23
8,33,14,11,0,23
8,46,5,9,49,23
8,7,41,26,47,23
