5,11,332
5,19,11,332
5,60,449,332
5,19,45,11,332
5,0,23,104,332
5,1,475,11,332
5,0,3,11,332
5,12,139,11,332
5,1,3,11,332
5,13,23,104,332
5,12,241,11,332
5,15,28,11,332
5,13,3,11,332
5,15,16,104,332
5,0,1,44,23,40,11,332
5,157,1,7,265,23,104,332
5,127,1,69,19,45,11,332
5,13,3,59,367,32,11,332
5,51,177,13,31,16,104,332
5,15,28,215,351,150,104,332
5,15,28,59,367,32,11,332
5,127,1,57,31,16,104,332
5,127,1,164,45,19,11,332
5,11,3,1,15,16,104,332
5,11,28,46,33,60,449,332
5,0,23,33,153,40,11,332
5,12,241,11,40,23,104,332
5,1,157,253,372,3,11,332
5,51,130,46,33,60,449,332
5,1,35,110,46,49,11,332
5,51,177,13,23,40,11,332
5,1,35,166,45,19,11,332
5,15,1,69,19,45,11,332
5,13,3,9,1,475,11,332
5,51,366,44,1,475,11,332
5,1,161,264,136,28,11,332
5,1,161,355,45,19,11,332
5,19,25,3,0,23,104,332
5,1,35,33,23,40,11,332
5,11,28,144,23,150,104,332
5,436,383,23,178,32,11,332
5,1,111,203,230,60,449,332
5,436,451,418,244,28,11,332
5,1,111,90,12,139,11,332
5,1,111,90,28,440,11,332
5,15,1,21,20,19,11,332
5,60,65,57,465,150,104,332
5,51,172,376,402,45,11,332
5,1,35,33,46,28,11,332
5,1,22,7,33,131,104,332
5,60,236,1,382,32,11,332
5,13,168,45,109,361,11,332
5,13,305,203,230,60,449,332
5,0,23,144,28,440,11,332
5,13,3,287,1,475,11,332
5,1,78,20,21,118,11,332
5,0,2,379,45,19,11,332
5,1,78,20,19,45,11,332
5,60,33,46,105,300,104,332
5,1,7,37,6,3,11,332
5,19,390,424,23,40,11,332
5,13,67,82,289,139,11,332
5,1,7,33,23,40,11,332
5,51,172,132,45,19,11,332
5,0,7,33,23,40,11,332
5,13,253,157,1,3,11,332
5,1,93,8,133,3,11,332
5,1,78,312,47,3,11,332
5,1,78,92,45,19,11,332
5,1,7,48,337,23,104,332
5,1,7,20,21,118,11,332
5,51,172,132,30,16,104,332
5,15,1,69,232,23,104,332
5,1,7,33,46,28,11,332
5,1,7,20,19,45,11,332
5,1,15,16,47,3,11,332
5,1,487,37,6,3,11,332
5,0,17,313,19,45,11,332
5,1,7,0,4,257,11,332
5,86,46,105,129,499,11,332
5,157,1,69,232,23,104,332
5,1,0,6,37,259,11,332
5,13,3,25,19,45,11,332
5,0,7,1,431,490,104,332
5,1,169,109,45,19,11,332
5,60,236,357,23,40,11,332
5,0,7,37,6,3,11,332
5,13,3,25,396,45,11,332
5,15,16,246,206,23,104,332
5,15,16,183,28,440,11,332
5,1,100,260,0,23,104,332
5,1,472,402,376,32,11,332
5,1,472,402,45,19,11,332
5,1,0,7,33,60,449,332
5,0,1,15,28,440,11,332
5,13,3,11,40,23,104,332
5,1,100,8,133,3,11,332
5,1,100,426,132,45,11,332
5,0,7,33,46,28,11,332
5,1,191,8,133,3,11,332
5,1,44,23,33,60,449,332
5,127,1,0,23,40,11,332
5,1,236,357,23,40,11,332
5,1,227,161,355,45,11,332
5,0,316,403,232,23,104,332
5,1,317,8,133,3,11,332
5,13,3,346,248,28,11,332
5,0,2,10,8,3,11,332
5,19,24,0,23,40,11,332
5,86,231,461,105,300,104,332
5,13,23,0,1,3,11,332
5,286,30,16,15,28,11,332
5,433,46,33,23,40,11,332
5,1,3,4,0,23,104,332
5,1,15,390,19,45,11,332
5,0,3,498,28,440,11,332
5,188,1,21,20,19,11,332
5,0,1,3,13,23,104,332
5,0,3,287,1,475,11,332
5,127,1,44,23,40,11,332
5,1,0,24,212,45,11,332
5,0,7,20,21,118,11,332
5,12,139,359,69,255,11,332
5,188,1,69,19,45,11,332
5,127,1,0,4,3,11,332
5,0,3,1,382,32,11,332
5,1,0,24,19,45,11,332
5,13,23,44,1,475,11,332
5,86,46,170,33,23,104,332
5,0,17,27,23,40,11,332
5,15,1,57,31,16,104,332
5,188,1,69,232,23,104,332
5,0,1,15,390,19,11,332
5,13,3,498,28,440,11,332
5,0,7,20,19,45,11,332
5,15,1,164,45,19,11,332
5,0,3,59,367,32,11,332
5,51,160,0,175,23,104,332
5,0,380,205,6,3,11,332
5,188,1,57,31,16,104,332
5,0,3,59,28,440,11,332
5,188,1,164,45,19,11,332
5,127,1,69,232,23,104,332
5,0,380,383,23,40,11,332
5,0,3,98,28,440,11,332
5,0,316,9,1,475,11,332
5,12,90,111,1,3,11,332
5,127,1,236,357,23,104,332
5,15,1,8,133,3,11,332
5,60,33,23,178,32,11,332
5,157,1,164,45,19,11,332
5,0,17,101,28,440,11,332
5,0,3,9,1,475,11,332
5,1,3,13,31,16,104,332
5,1,3,13,23,40,11,332
5,0,3,8,1,475,11,332
5,0,3,25,396,45,11,332
5,157,1,69,19,45,11,332
5,0,7,265,23,40,11,332
5,0,3,25,19,45,11,332
5,1,3,59,367,32,11,332
5,0,1,236,357,23,104,332
5,1,3,59,28,440,11,332
5,0,7,48,337,23,104,332
5,1,3,98,28,440,11,332
5,1,44,298,24,19,11,332
5,1,3,346,248,28,11,332
5,1,3,25,396,45,11,332
5,1,3,25,19,45,11,332
5,15,390,424,23,150,104,332
5,1,8,391,397,16,104,332
5,1,8,148,0,23,104,332
5,1,0,3,13,23,104,332
5,19,390,15,28,440,11,332
5,19,76,162,44,23,104,332
5,0,17,179,45,19,11,332
5,86,46,33,23,150,104,332
5,127,1,8,10,16,104,332
5,0,50,71,47,3,11,332
5,0,50,44,1,475,11,332
5,19,24,0,175,23,104,332
5,19,54,30,36,23,104,332
5,0,50,44,23,40,11,332
5,0,17,186,387,28,11,332
5,15,28,41,23,150,104,332
5,15,1,236,357,23,104,332
5,15,1,0,23,40,11,332
5,51,136,158,15,16,104,332
5,0,23,13,67,28,11,332
5,0,438,21,1,475,11,332
5,1,236,60,290,3,11,332
5,1,15,113,4,3,11,332
5,0,17,6,37,259,11,332
5,1,441,131,33,60,449,332
5,1,382,32,9,3,11,332
5,436,383,380,0,3,11,332
5,19,20,21,1,475,11,332
5,0,56,44,1,475,11,332
5,0,56,44,23,40,11,332
5,86,226,1,431,490,104,332
5,19,45,11,40,23,104,332
5,15,1,44,23,40,11,332
5,1,287,323,27,23,104,332
5,371,466,424,390,19,11,332
5,0,17,319,45,19,11,332
5,433,46,80,31,16,104,332
5,433,46,170,33,23,104,332
5,0,34,152,1,475,11,332
5,13,31,16,47,3,11,332
5,1,8,3,0,23,104,332
5,0,148,8,1,475,11,332
5,51,366,44,23,150,104,332
5,15,28,46,105,300,104,332
5,371,466,424,23,40,11,332
5,15,28,46,33,23,104,332
5,0,23,36,30,16,104,332
5,0,17,64,23,40,11,332
5,0,23,44,1,3,11,332
5,0,1,8,133,3,11,332
5,1,69,117,193,45,11,332
5,0,1,157,416,3,11,332
5,0,1,57,65,60,449,332
5,0,17,406,250,3,11,332
5,51,428,22,1,3,11,332
5,51,364,17,6,3,11,332
5,51,364,17,0,23,104,332
5,19,20,204,44,23,104,332
5,0,17,76,19,45,11,332
5,15,28,144,23,150,104,332
5,19,20,30,36,23,104,332
5,291,136,28,498,3,11,332
5,86,46,28,498,3,11,332
5,433,46,105,129,499,11,332
5,15,1,0,4,3,11,332
5,19,24,73,279,40,11,332
5,0,1,44,23,150,104,332
5,157,1,57,31,16,104,332
5,15,16,104,23,40,11,332
5,157,1,7,0,23,104,332
5,0,24,251,45,19,11,332
5,161,450,88,9,3,11,332
5,51,177,13,67,28,11,332
5,161,264,136,28,440,11,332
5,15,28,39,12,139,11,332
5,1,475,11,40,23,104,332
5,0,260,492,12,241,11,332
5,51,136,28,498,3,11,332
5,161,227,1,382,32,11,332
5,127,1,7,0,23,104,332
5,127,1,57,65,60,449,332
5,371,14,2,379,45,11,332
5,0,24,73,279,40,11,332
5,11,3,75,31,16,104,332
5,11,3,1,431,490,104,332
5,1,287,3,0,23,104,332
5,371,14,3,0,23,104,332
5,48,337,23,178,32,11,332
5,11,28,67,13,23,104,332
5,11,28,46,105,300,104,332
5,157,174,48,247,32,11,332
5,11,28,46,33,23,104,332
5,0,23,33,46,28,11,332
5,161,355,45,168,311,11,332
5,286,30,20,19,45,11,332
5,12,90,28,498,3,11,332
5,1,157,307,33,60,449,332
5,1,157,253,13,23,104,332
5,51,130,46,105,300,104,332
5,51,130,46,33,23,104,332
5,1,35,120,10,16,104,332
5,1,35,110,248,28,11,332
5,1,35,110,46,28,11,332
5,51,177,13,23,150,104,332
5,286,429,48,247,32,11,332
5,0,4,3,13,23,104,332
5,157,307,33,23,40,11,332
5,51,366,44,1,3,11,332
5,157,307,33,46,28,11,332
5,18,6,3,0,23,104,332
5,19,25,3,1,475,11,332
5,157,253,13,31,16,104,332
5,1,35,33,23,150,104,332
5,19,390,15,1,3,11,332
5,0,3,11,40,23,104,332
5,0,1,21,20,19,11,332
5,436,383,23,33,60,449,332
5,1,111,385,33,23,104,332
5,1,9,3,0,23,104,332
5,51,48,96,109,45,11,332
5,1,15,390,424,23,104,332
5,1,111,90,12,241,11,332
5,51,48,96,14,3,11,332
5,51,48,96,109,361,11,332
5,363,74,20,21,118,11,332
5,363,74,20,19,45,11,332
5,286,30,20,21,118,11,332
5,363,74,20,30,16,104,332
5,268,179,17,76,19,11,332
5,286,30,20,284,19,11,332
5,363,74,20,284,19,11,332
5,268,179,17,0,23,104,332
5,286,30,20,470,45,11,332
5,363,74,20,470,45,11,332
5,268,179,17,6,3,11,332
5,268,179,17,0,3,11,332
5,18,6,0,23,40,11,332
5,268,179,17,27,23,104,332
5,60,65,57,1,475,11,332
5,18,6,0,23,150,104,332
5,268,179,17,64,23,104,332
5,60,65,57,31,16,104,332
5,60,65,57,1,3,11,332
5,268,179,17,101,28,11,332
5,161,1,44,23,40,11,332
5,1,35,33,153,40,11,332
5,268,179,17,186,131,104,332
5,161,1,44,23,150,104,332
5,1,35,33,46,49,11,332
5,268,179,17,313,19,11,332
5,161,1,0,4,3,11,332
5,1,22,91,10,16,104,332
5,268,179,17,319,45,11,332
5,161,1,0,175,23,104,332
5,161,1,0,4,257,11,332
5,1,22,137,181,28,11,332
5,161,1,0,260,330,11,332
5,51,160,0,23,40,11,332
5,1,22,217,133,3,11,332
5,161,1,0,6,3,11,332
5,51,160,0,23,150,104,332
5,1,22,112,37,259,11,332
5,161,1,0,24,19,11,332
5,0,4,113,15,16,104,332
5,1,22,7,0,23,104,332
5,1,22,7,33,23,104,332
5,0,4,301,308,19,11,332
5,0,4,113,15,28,11,332
5,1,22,7,37,259,11,332
5,1,22,7,0,3,11,332
5,1,22,7,33,60,449,332
5,0,4,42,151,45,11,332
5,1,22,7,20,19,11,332
5,161,1,0,23,40,11,332
5,0,4,147,47,3,11,332
5,0,4,42,6,3,11,332
5,1,22,7,265,23,104,332
5,161,1,0,23,150,104,332
5,0,4,159,37,259,11,332
5,0,4,147,47,16,104,332
5,60,236,1,431,490,104,332
5,51,48,337,23,40,11,332
5,362,496,334,10,16,104,332
5,60,236,1,441,131,104,332
5,51,48,337,23,150,104,332
5,362,496,334,12,139,11,332
5,60,236,1,469,241,11,332
5,13,119,277,37,259,11,332
5,362,496,334,12,241,11,332
5,60,236,1,0,3,11,332
5,13,177,51,136,28,11,332
5,13,119,112,37,259,11,332
5,60,236,1,44,23,104,332
5,60,236,1,0,23,104,332
5,13,320,26,8,3,11,332
5,13,177,51,294,19,11,332
5,60,236,1,15,16,104,332
5,13,306,91,10,16,104,332
5,13,320,26,21,118,11,332
5,60,236,1,8,3,11,332
5,60,236,1,15,28,11,332
5,13,224,114,69,19,11,332
5,60,236,1,9,3,11,332
5,286,30,36,23,40,11,332
5,13,224,114,69,255,11,332
5,60,236,1,21,118,11,332
5,60,236,1,9,32,11,332
5,286,30,36,23,150,104,332
5,60,236,1,69,19,11,332
5,362,299,144,23,40,11,332
5,1,78,20,30,16,104,332
5,60,236,1,287,3,11,332
5,60,236,1,69,255,11,332
5,362,299,144,23,150,104,332
5,1,78,20,284,19,11,332
5,60,236,1,392,3,11,332
5,60,236,1,287,324,11,332
5,1,78,20,470,45,11,332
5,60,236,1,164,45,11,332
5,1,7,37,360,45,11,332
5,363,74,31,13,23,104,332
5,1,9,292,46,28,11,332
5,19,69,232,23,40,11,332
5,363,74,31,75,3,11,332
5,363,74,31,13,3,11,332
5,1,9,282,132,45,11,332
