7,22,137
7,1,22,137
7,48,333,137
7,1,116,71,137
7,37,112,22,137
7,48,302,71,137
7,37,360,467,137
7,0,50,71,137
7,235,50,71,137
7,0,1,22,137
7,1,5,48,333,137
7,200,37,112,22,137
7,0,2,233,71,137
7,48,51,428,22,137
7,0,1,116,71,137
7,1,0,50,71,137
7,20,234,233,71,137
7,1,44,50,71,137
7,62,2,233,71,137
7,20,21,1,22,137
7,1,3,47,71,137
7,114,69,1,22,137
7,20,78,1,22,137
7,37,102,48,333,137
7,200,37,360,467,137
7,1,15,28,181,137
7,1,3,327,22,137
7,0,3,47,71,137
7,33,35,1,22,137
7,0,5,1,22,137
7,0,3,1,22,137
7,33,46,28,181,137
7,0,5,48,333,137
7,0,3,327,22,137
7,22,1,116,71,137
7,48,5,1,22,137
7,37,70,138,22,137
7,37,487,1,22,137
7,478,130,51,428,22,137
7,20,497,37,112,22,137
7,20,269,51,48,333,137
7,265,23,206,304,71,137
7,272,24,0,50,71,137
7,20,30,194,138,22,137
7,20,497,37,360,467,137
7,238,109,45,360,467,137
7,265,23,0,50,71,137
7,272,309,5,1,22,137
7,272,24,0,1,22,137
7,20,202,206,304,71,137
7,20,30,16,47,71,137
7,347,250,3,47,71,137
7,238,109,96,48,333,137
7,265,23,44,50,71,137
7,265,23,0,1,22,137
7,272,309,5,48,333,137
7,20,204,44,1,22,137
7,20,30,410,47,71,137
7,256,369,35,1,22,137
7,347,250,3,1,22,137
7,238,109,169,1,22,137
7,265,23,41,28,181,137
7,265,23,44,1,22,137
7,20,249,70,138,22,137
7,20,204,44,50,71,137
7,347,250,3,327,22,137
7,265,23,144,28,181,137
7,20,19,5,48,333,137
7,265,23,337,48,333,137
7,427,126,5,48,333,137
7,20,470,45,360,467,137
7,20,19,11,28,181,137
7,20,19,5,1,22,137
7,427,126,5,1,22,137
7,20,95,296,1,22,137
7,20,19,45,360,467,137
7,0,1,3,47,71,137
7,20,310,157,1,22,137
7,20,95,70,138,22,137
7,20,19,69,1,22,137
7,0,1,5,48,333,137
7,0,1,3,327,22,137
7,20,78,312,47,71,137
7,0,1,15,28,181,137
7,107,12,5,48,333,137
7,1,3,498,28,181,137
7,20,78,1,116,71,137
7,107,12,39,28,181,137
7,107,12,5,1,22,137
7,1,3,98,28,181,137
7,107,12,90,28,181,137
7,1,5,11,28,181,137
7,1,3,133,217,22,137
7,1,5,51,428,22,137
7,1,5,15,28,181,137
7,1,3,11,28,181,137
7,0,50,44,1,22,137
7,33,23,206,304,71,137
7,37,6,3,47,71,137
7,33,473,5,48,333,137
7,48,51,5,1,22,137
7,33,60,5,48,333,137
7,33,23,0,50,71,137
7,37,277,119,112,22,137
7,37,6,0,1,22,137
7,37,6,3,1,22,137
7,48,51,136,28,181,137
7,33,131,441,1,22,137
7,33,60,236,1,22,137
7,33,60,5,1,22,137
7,33,23,44,1,22,137
7,33,23,0,1,22,137
7,37,299,144,28,181,137
7,37,6,0,50,71,137
7,37,6,3,327,22,137
7,33,190,431,1,22,137
7,200,37,70,138,22,137
7,33,23,41,28,181,137
7,33,23,44,50,71,137
7,37,79,55,47,71,137
7,235,328,37,360,467,137
7,33,307,157,1,22,137
7,200,37,102,48,333,137
7,33,140,21,1,22,137
7,200,37,487,1,22,137
7,33,170,46,28,181,137
7,33,23,144,28,181,137
7,33,176,9,1,22,137
7,33,23,337,48,333,137
7,33,385,111,1,22,137
7,1,487,37,360,467,137
7,33,46,446,112,22,137
7,1,475,11,28,181,137
7,1,487,37,112,22,137
7,1,9,493,48,333,137
7,0,5,11,28,181,137
7,1,78,312,47,71,137
7,1,9,3,47,71,137
7,0,5,15,1,22,137
7,1,8,3,47,71,137
7,1,9,3,327,22,137
7,0,5,127,1,22,137
7,0,5,15,28,181,137
7,1,164,45,360,467,137
7,1,8,133,217,22,137
7,1,8,3,327,22,137
7,0,5,157,1,22,137
7,1,21,122,48,333,137
7,1,8,10,91,22,137
7,0,5,161,1,22,137
7,1,392,3,327,22,137
7,0,5,188,1,22,137
7,1,111,90,28,181,137
7,1,392,3,47,71,137
7,1,127,5,48,333,137
7,0,160,51,48,333,137
7,1,157,5,48,333,137
7,0,23,206,304,71,137
7,0,160,51,428,22,137
7,1,161,5,48,333,137
7,1,157,174,48,333,137
7,0,34,152,1,22,137
7,0,23,44,50,71,137
7,1,188,5,48,333,137
7,0,56,44,50,71,137
7,0,23,41,28,181,137
7,0,23,44,1,22,137
7,1,287,3,47,71,137
7,0,148,8,1,22,137
7,0,56,44,1,22,137
7,0,23,144,28,181,137
7,1,287,3,327,22,137
7,0,260,100,1,22,137
7,0,23,337,48,333,137
7,0,316,9,1,22,137
7,0,4,3,1,22,137
7,0,438,21,1,22,137
7,0,4,3,47,71,137
7,0,17,101,28,181,137
7,0,4,3,327,22,137
7,33,140,21,122,48,333,137
7,1,9,493,48,302,71,137
7,0,5,11,3,327,22,137
7,0,6,37,70,138,22,137
7,1,78,20,234,233,71,137
7,200,37,102,48,302,71,137
7,22,112,446,46,28,181,137
7,1,9,38,135,485,71,137
7,200,37,487,1,116,71,137
7,33,140,21,1,116,71,137
7,48,5,157,1,116,71,137
7,200,37,277,119,112,22,137
7,0,5,15,1,116,71,137
7,33,140,267,8,1,22,137
7,33,170,46,381,48,333,137
7,0,5,48,51,428,22,137
7,22,1,15,5,48,333,137
7,1,9,3,0,50,71,137
7,22,112,37,102,48,333,137
7,48,5,161,227,1,22,137
7,48,5,161,1,116,71,137
7,0,5,127,1,116,71,137
7,33,307,157,1,116,71,137
7,48,5,51,136,28,181,137
7,1,0,4,147,47,71,137
7,0,5,15,16,47,71,137
7,22,327,3,11,28,181,137
7,1,164,45,11,28,181,137
7,1,0,5,51,48,333,137
7,0,6,3,1,116,71,137
7,1,0,3,59,28,181,137
7,1,8,133,3,327,22,137
7,1,8,3,0,50,71,137
7,1,0,5,48,302,71,137
7,1,21,122,48,302,71,137
7,1,8,213,435,116,71,137
7,1,188,5,48,302,71,137
7,1,8,10,2,233,71,137
7,33,176,9,3,327,22,137
7,200,207,41,155,91,22,137
7,0,5,161,227,1,22,137
7,0,2,10,8,1,22,137
7,0,5,161,1,116,71,137
7,48,5,188,1,116,71,137
7,0,5,12,154,47,71,137
7,33,46,433,5,48,333,137
7,33,121,38,135,485,71,137
7,22,1,5,48,302,71,137
7,200,252,457,0,1,22,137
7,0,5,188,1,116,71,137
7,200,252,326,1,116,71,137
7,48,5,15,1,116,71,137
7,114,69,1,5,48,333,137
7,1,392,3,0,50,71,137
7,22,217,133,3,47,71,137
7,33,23,337,48,302,71,137
7,48,5,127,1,116,71,137
7,22,1,5,0,50,71,137
7,1,127,5,0,50,71,137
7,33,23,13,67,28,181,137
7,20,72,192,45,360,467,137
7,48,5,15,16,47,71,137
7,33,385,111,90,28,181,137
7,37,112,446,46,28,181,137
7,22,428,51,136,28,181,137
7,1,157,5,0,50,71,137
7,33,385,111,1,116,71,137
7,235,50,71,116,1,22,137
7,33,176,180,134,1,22,137
7,1,21,122,135,485,71,137
7,0,160,51,5,48,333,137
7,1,161,355,45,360,467,137
7,37,112,22,1,116,71,137
7,1,161,5,48,302,71,137
7,1,157,416,3,47,71,137
7,1,161,5,0,50,71,137
7,1,157,174,48,302,71,137
7,0,34,17,101,28,181,137
7,1,475,11,3,327,22,137
7,0,2,14,3,47,71,137
7,272,341,41,155,91,22,137
7,0,34,152,1,116,71,137
7,22,1,0,2,233,71,137
7,33,307,157,5,48,333,137
7,478,130,46,381,48,333,137
7,0,5,157,174,48,333,137
7,1,188,5,0,50,71,137
7,478,130,51,5,48,333,137
7,1,157,5,48,302,71,137
7,1,21,84,358,28,181,137
7,0,3,8,100,1,22,137
7,0,5,51,48,302,71,137
7,1,116,71,302,48,333,137
7,48,61,105,46,28,181,137
7,0,23,41,155,91,22,137
7,20,269,51,5,48,333,137
7,0,23,44,1,116,71,137
7,1,35,415,70,138,22,137
7,1,287,324,11,28,181,137
7,0,3,8,1,116,71,137
7,0,5,157,1,116,71,137
7,33,35,110,248,28,181,137
7,20,269,51,48,302,71,137
7,48,5,12,154,47,71,137
7,0,5,51,136,28,181,137
7,478,130,51,48,302,71,137
7,0,148,8,3,327,22,137
7,0,148,8,1,116,71,137
7,48,61,15,1,116,71,137
7,0,56,44,1,116,71,137
7,0,6,18,453,28,181,137
7,33,176,9,1,116,71,137
7,0,160,51,48,302,71,137
7,0,6,3,498,28,181,137
7,22,1,3,11,28,181,137
7,1,287,3,0,50,71,137
7,0,260,330,11,28,181,137
7,0,260,100,8,1,22,137
7,0,260,100,1,116,71,137
7,1,44,366,51,428,22,137
7,20,497,37,70,138,22,137
7,0,23,104,16,47,71,137
7,0,23,337,48,302,71,137
7,272,24,298,44,1,22,137
7,0,316,9,1,116,71,137
7,0,316,9,3,327,22,137
7,0,4,301,100,1,22,137
7,1,127,5,48,302,71,137
7,1,487,37,70,138,22,137
7,238,109,45,11,28,181,137
7,0,4,3,1,116,71,137
7,0,438,21,122,48,333,137
7,0,438,21,1,116,71,137
7,48,61,15,5,1,22,137
7,0,175,258,215,28,181,137
7,0,17,186,387,28,181,137
7,272,443,259,11,28,181,137
7,0,4,3,498,28,181,137
7,0,5,11,45,360,467,137
7,0,3,11,45,360,467,137
7,272,309,5,1,116,71,137
7,272,24,0,2,233,71,137
7,0,5,11,3,1,22,137
7,0,6,37,102,48,333,137
7,272,24,0,1,116,71,137
7,1,78,92,45,360,467,137
7,272,309,5,48,302,71,137
7,1,5,48,51,428,22,137
7,33,46,28,15,1,22,137
7,1,9,32,11,28,181,137
7,37,360,45,11,28,181,137
7,20,30,16,10,91,22,137
7,1,9,32,145,28,181,137
7,37,360,45,164,1,22,137
7,20,30,16,15,28,181,137
7,1,9,32,247,48,333,137
7,22,1,487,37,360,467,137
7,20,30,16,183,28,181,137
7,20,30,16,15,1,22,137
7,22,1,475,11,28,181,137
7,200,37,328,235,50,71,137
7,347,350,252,326,1,22,137
7,22,1,9,493,48,333,137
7,200,37,259,11,28,181,137
7,33,46,381,48,302,71,137
7,22,1,78,312,47,71,137
7,22,1,9,3,47,71,137
7,200,37,6,0,1,22,137
7,22,1,8,3,47,71,137
7,33,170,46,446,112,22,137
7,200,37,299,144,28,181,137
7,200,37,6,3,327,22,137
7,200,37,6,0,50,71,137
7,22,1,164,45,360,467,137
7,200,37,79,55,47,71,137
7,200,37,6,3,1,22,137
7,22,1,21,122,48,333,137
7,0,3,133,8,1,22,137
7,200,37,6,3,47,71,137
7,22,1,111,90,28,181,137
7,22,428,51,48,302,71,137
7,48,102,37,70,138,22,137
7,22,1,127,5,48,333,137
7,22,1,15,16,47,71,137
7,48,102,37,487,1,22,137
7,22,1,157,5,48,333,137
7,22,1,15,61,48,333,137
7,1,9,3,498,28,181,137
7,22,1,392,3,47,71,137
7,22,1,157,174,48,333,137
7,1,9,3,59,28,181,137
7,22,1,161,5,48,333,137
7,265,23,0,1,116,71,137
7,1,9,3,98,28,181,137
7,22,1,188,5,48,333,137
7,265,23,0,2,233,71,137
7,1,9,3,133,217,22,137
7,22,1,287,3,47,71,137
7,265,23,0,5,48,333,137
7,1,9,3,11,28,181,137
7,272,309,5,0,50,71,137
7,265,23,0,3,1,22,137
7,265,23,0,5,1,22,137
7,272,309,5,11,28,181,137
7,272,309,5,0,1,22,137
7,265,23,0,3,47,71,137
7,272,309,5,15,28,181,137
7,0,3,9,493,48,333,137
7,265,23,0,3,327,22,137
7,272,309,5,51,48,333,137
7,272,309,5,15,1,22,137
7,0,3,9,1,116,71,137
7,272,309,5,127,1,22,137
7,272,309,5,51,428,22,137
7,20,204,44,1,116,71,137
7,272,309,5,157,1,22,137
7,1,0,17,101,28,181,137
7,1,0,4,3,47,71,137
7,272,309,5,161,1,22,137
7,1,0,160,51,48,333,137
7,1,0,4,3,327,22,137
7,272,309,5,188,1,22,137
7,1,0,23,206,304,71,137
7,1,0,160,51,428,22,137
7,20,30,286,429,48,333,137
7,1,0,56,44,50,71,137
7,1,0,23,44,50,71,137
7,20,30,146,45,360,467,137
7,20,30,286,5,48,333,137
7,1,0,6,3,47,71,137
7,1,0,23,41,28,181,137
7,20,30,124,100,1,22,137
7,20,30,286,5,1,22,137
7,1,0,6,37,112,22,137
7,1,0,6,3,327,22,137
7,1,0,23,144,28,181,137
7,20,30,132,45,360,467,137
7,1,0,6,37,360,467,137
7,1,0,23,337,48,333,137
7,20,30,142,125,47,71,137
7,20,30,132,423,233,71,137
7,0,5,15,61,48,333,137
7,20,30,156,35,1,22,137
7,22,327,3,1,116,71,137
7,62,353,442,5,1,22,137
7,459,424,390,15,1,22,137
7,22,327,3,59,28,181,137
7,62,103,17,101,28,181,137
7,62,353,240,37,112,22,137
7,62,353,442,5,48,333,137
7,459,424,23,0,50,71,137
7,459,424,390,15,28,181,137
7,22,327,3,0,50,71,137
7,62,149,120,10,91,22,137
7,62,103,213,435,116,71,137
7,62,103,17,0,1,22,137
7,62,353,240,37,360,467,137
7,459,424,23,44,50,71,137
7,459,424,23,0,1,22,137
7,22,327,3,98,28,181,137
7,256,222,6,0,50,71,137
7,62,149,120,35,1,22,137
7,62,103,340,35,1,22,137
7,62,103,213,8,1,22,137
7,62,103,17,0,50,71,137
7,459,424,23,41,28,181,137
7,459,424,23,44,1,22,137
7,22,327,3,498,28,181,137
7,256,421,417,46,28,181,137
7,256,222,283,407,28,181,137
7,256,222,6,3,327,22,137
7,256,222,6,0,1,22,137
7,459,424,23,144,28,181,137
7,256,222,95,296,1,22,137
7,256,222,6,37,112,22,137
7,256,222,6,3,1,22,137
7,459,424,23,206,304,71,137
7,256,222,95,70,138,22,137
7,256,222,6,37,360,467,137
7,256,222,6,3,47,71,137
7,459,424,23,337,48,333,137
7,1,0,5,11,28,181,137
7,37,70,26,55,47,71,137
7,1,0,5,51,428,22,137
7,256,369,35,1,116,71,137
7,1,0,5,15,28,181,137
7,37,70,95,296,1,22,137
7,37,70,26,8,1,22,137
7,1,0,3,498,28,181,137
7,238,109,96,48,302,71,137
7,37,70,415,35,1,22,137
7,37,70,26,21,1,22,137
7,1,0,3,98,28,181,137
7,347,250,3,1,116,71,137
7,238,109,361,11,28,181,137
7,37,70,26,125,47,71,137
7,1,0,3,133,217,22,137
7,1,8,133,3,47,71,137
7,238,109,219,21,1,22,137
7,238,109,169,1,116,71,137
7,1,0,3,11,28,181,137
7,1,8,3,498,28,181,137
7,238,109,437,194,138,22,137
7,48,493,9,3,327,22,137
7,265,23,41,155,91,22,137
7,1,8,3,59,28,181,137
7,1,8,148,0,50,71,137
7,48,493,9,3,1,22,137
7,265,23,44,1,116,71,137
7,1,8,3,98,28,181,137
7,1,8,26,55,47,71,137
7,48,493,9,3,47,71,137
7,48,381,46,446,112,22,137
7,48,493,9,1,116,71,137
7,1,8,3,133,217,22,137
7,1,8,83,5,48,333,137
7,1,8,26,70,138,22,137
7,48,5,1,0,50,71,137
7,1,8,10,16,47,71,137
7,1,8,3,11,28,181,137
7,20,249,70,37,112,22,137
7,1,8,26,125,47,71,137
7,48,5,1,3,47,71,137
7,1,8,10,356,28,181,137
7,33,176,9,493,48,333,137
7,20,249,70,37,360,467,137
7,33,176,9,3,1,22,137
7,48,5,1,15,28,181,137
7,48,5,1,3,327,22,137
7,62,2,0,1,116,71,137
7,0,2,10,16,47,71,137
7,33,176,9,3,47,71,137
7,48,5,1,44,50,71,137
7,347,250,3,0,50,71,137
7,0,2,10,356,28,181,137
7,347,250,3,8,1,22,137
7,347,250,3,0,1,22,137
7,347,250,3,9,1,22,137
7,20,19,11,3,327,22,137
7,347,250,3,11,28,181,137
7,20,19,11,5,48,333,137
7,20,19,11,3,1,22,137
7,347,250,3,59,28,181,137
7,20,19,11,45,360,467,137
7,20,19,11,5,1,22,137
7,20,19,11,3,47,71,137
7,347,250,3,98,28,181,137
7,20,19,11,440,28,181,137
7,347,250,3,133,217,22,137
7,20,19,11,475,1,22,137
7,347,250,3,287,1,22,137
7,62,2,10,8,1,22,137
7,347,250,3,392,1,22,137
7,62,2,10,16,47,71,137
7,347,250,3,498,28,181,137
7,62,2,10,356,28,181,137
7,20,19,5,0,50,71,137
7,20,19,5,1,116,71,137
7,20,19,5,11,28,181,137
7,20,19,5,0,1,22,137
7,20,19,5,15,28,181,137
7,0,5,19,45,360,467,137
7,20,19,5,51,48,333,137
7,20,19,5,15,1,22,137
7,0,5,18,453,28,181,137
7,0,5,19,11,28,181,137
7,20,19,5,127,1,22,137
7,20,19,5,51,428,22,137
7,0,5,13,67,28,181,137
7,0,5,19,69,1,22,137
7,0,5,12,2,233,71,137
7,33,46,105,61,48,333,137
7,33,46,433,5,1,22,137
7,33,153,40,11,28,181,137
7,33,121,38,9,1,22,137
7,20,19,5,157,1,22,137
7,0,5,126,101,28,181,137
7,0,5,13,3,327,22,137
7,0,5,12,39,28,181,137
7,33,46,130,51,48,333,137
7,200,252,68,37,112,22,137
7,33,439,186,387,28,181,137
7,200,252,457,0,50,71,137
7,20,19,5,161,1,22,137
7,0,5,60,236,1,22,137
7,0,5,13,119,112,22,137
7,427,126,5,0,50,71,137
7,114,69,1,0,50,71,137
7,0,5,13,3,1,22,137
7,0,5,12,90,28,181,137
7,33,46,110,35,1,22,137
7,33,46,130,51,428,22,137
7,200,252,68,37,360,467,137
7,20,19,5,188,1,22,137
7,427,126,5,1,116,71,137
7,1,392,3,498,28,181,137
7,0,5,286,429,48,333,137
7,22,91,10,2,233,71,137
7,0,5,13,123,47,71,137
7,427,126,5,11,28,181,137
7,427,126,5,0,1,22,137
7,114,69,1,3,47,71,137
7,0,5,13,3,47,71,137
7,265,23,337,48,302,71,137
7,265,23,175,0,1,22,137
7,48,302,71,116,1,22,137
7,22,1,5,51,48,333,137
7,33,46,52,21,1,22,137
7,33,46,110,248,28,181,137
7,62,2,0,3,47,71,137
7,20,95,296,1,116,71,137
7,1,127,5,51,48,333,137
7,1,392,3,59,28,181,137
7,0,5,83,8,1,22,137
7,22,138,70,37,360,467,137
7,20,19,5,48,302,71,137
7,1,3,0,2,233,71,137
7,33,23,357,236,1,22,137
7,22,91,155,41,28,181,137
7,22,91,10,356,28,181,137
7,20,19,45,11,28,181,137
7,33,23,13,3,327,22,137
7,0,5,13,306,91,22,137
7,427,126,5,15,28,181,137
7,1,15,5,0,50,71,137
7,1,5,0,2,233,71,137
7,20,72,31,16,47,71,137
7,114,69,1,44,50,71,137
7,114,69,1,3,327,22,137
7,37,259,11,3,327,22,137
7,20,284,19,5,48,333,137
7,20,310,491,5,48,333,137
7,265,23,13,67,28,181,137
7,265,23,175,0,50,71,137
7,20,310,157,5,48,333,137
7,22,1,5,11,28,181,137
7,33,46,49,11,28,181,137
7,33,46,52,481,28,181,137
7,20,310,157,1,116,71,137
7,22,428,51,5,48,333,137
7,62,2,0,5,1,22,137
7,20,95,70,37,112,22,137
7,1,157,5,51,48,333,137
7,62,2,0,3,1,22,137
7,1,127,5,11,28,181,137
7,1,127,5,51,428,22,137
7,1,392,3,98,28,181,137
7,20,19,24,0,50,71,137
7,235,50,71,302,48,333,137
7,0,5,86,226,1,22,137
7,0,5,83,220,1,22,137
7,62,2,14,3,327,22,137
7,1,15,5,48,302,71,137
7,20,19,69,1,116,71,137
7,0,1,5,51,48,333,137
7,1,3,0,5,48,333,137
7,33,23,175,0,50,71,137
7,0,160,51,136,28,181,137
7,22,91,10,16,47,71,137
7,20,19,45,164,1,22,137
7,0,160,51,5,1,22,137
7,33,23,13,5,48,333,137
7,1,161,264,136,28,181,137
7,33,23,13,3,1,22,137
7,0,1,5,48,302,71,137
7,0,1,3,59,28,181,137
7,427,126,5,51,48,333,137
7,427,126,5,15,1,22,137
7,1,15,5,51,48,333,137
7,1,5,0,3,47,71,137
7,20,78,92,45,360,467,137
7,20,72,31,57,1,22,137
7,1,157,416,3,327,22,137
7,114,69,1,15,28,181,137
7,37,487,1,5,48,333,137
7,235,50,0,2,233,71,137
7,0,1,487,37,112,22,137
7,1,161,5,51,48,333,137
7,37,259,11,5,48,333,137
7,0,1,15,5,48,333,137
7,37,259,11,3,1,22,137
7,20,74,363,5,1,22,137
7,20,284,19,11,28,181,137
7,33,35,1,5,48,333,137
7,20,284,19,5,1,22,137
7,20,310,365,69,1,22,137
7,20,310,491,5,1,22,137
7,265,23,104,16,47,71,137
7,1,5,51,48,302,71,137
7,0,34,38,9,1,22,137
7,265,23,13,3,327,22,137
7,235,50,0,1,116,71,137
7,1,15,16,10,91,22,137
7,107,12,5,48,302,71,137
7,20,310,157,174,48,333,137
7,20,310,157,5,1,22,137
7,1,475,11,5,48,333,137
7,22,1,5,15,28,181,137
7,20,78,1,5,48,333,137
7,1,475,11,3,47,71,137
7,33,46,86,226,1,22,137
7,0,3,287,1,116,71,137
7,0,2,379,45,360,467,137
7,0,2,14,96,48,333,137
7,0,2,14,3,1,22,137
7,62,2,0,5,48,333,137
7,20,95,70,37,360,467,137
7,20,470,45,11,28,181,137
7,427,126,5,48,302,71,137
7,48,5,11,3,327,22,137
7,107,12,5,1,116,71,137
7,1,157,5,11,28,181,137
7,1,157,5,51,428,22,137
7,62,2,0,3,327,22,137
7,1,127,5,15,28,181,137
7,107,12,5,0,50,71,137
7,22,1,0,3,47,71,137
7,1,392,3,133,217,22,137
7,20,19,25,3,47,71,137
7,20,19,24,0,1,22,137
7,107,12,189,45,360,467,137
7,0,5,270,9,1,22,137
7,20,21,122,48,302,71,137
7,0,50,71,116,1,22,137
7,107,12,90,111,1,22,137
7,33,307,157,174,48,333,137
7,0,5,86,46,28,181,137
7,33,307,157,5,1,22,137
7,20,21,26,70,138,22,137
7,478,130,46,446,112,22,137
7,62,2,12,90,28,181,137
7,62,2,14,96,48,333,137
7,62,2,14,3,1,22,137
7,114,224,13,3,1,22,137
7,1,5,11,3,327,22,137
7,1,188,5,51,48,333,137
7,20,21,122,135,485,71,137
7,0,1,5,11,28,181,137
7,0,1,5,51,428,22,137
7,478,130,51,136,28,181,137
7,114,69,19,5,48,333,137
7,20,21,1,5,48,333,137
7,1,15,61,48,302,71,137
7,478,130,51,5,1,22,137
7,33,23,40,11,28,181,137
7,33,23,175,0,1,22,137
7,1,5,51,136,28,181,137
7,1,21,89,10,91,22,137
7,1,5,13,3,327,22,137
7,0,3,8,133,217,22,137
7,1,5,15,16,47,71,137
7,33,23,13,119,112,22,137
7,33,23,13,5,1,22,137
7,200,484,8,3,327,22,137
7,1,3,8,133,217,22,137
7,33,23,13,3,47,71,137
7,1,3,11,45,360,467,137
7,0,1,3,498,28,181,137
7,427,126,5,127,1,22,137
7,427,126,5,51,428,22,137
7,1,15,5,11,28,181,137
7,1,15,5,51,428,22,137
7,1,5,0,3,327,22,137
7,0,50,44,1,116,71,137
7,1,0,2,10,91,22,137
7,33,473,5,48,302,71,137
7,200,484,8,1,116,71,137
7,20,269,51,136,28,181,137
7,20,269,51,5,1,22,137
7,1,97,80,46,28,181,137
7,37,487,1,0,50,71,137
7,1,35,166,45,360,467,137
7,235,50,0,3,47,71,137
7,0,1,475,11,28,181,137
7,1,22,112,37,360,467,137
7,0,1,487,37,360,467,137
7,1,161,5,11,28,181,137
7,1,161,5,51,428,22,137
7,37,259,11,45,360,467,137
7,37,259,11,5,1,22,137
7,0,1,15,16,47,71,137
7,33,35,288,96,48,333,137
7,37,259,11,3,47,71,137
7,20,115,12,5,48,333,137
7,20,74,31,16,47,71,137
7,20,375,156,35,1,22,137
7,20,115,12,2,233,71,137
7,20,115,12,5,1,22,137
7,20,74,94,0,1,22,137
7,20,74,31,57,1,22,137
7,20,464,79,37,360,467,137
7,20,115,12,39,28,181,137
7,20,74,94,0,50,71,137
7,20,201,82,67,28,181,137
7,20,464,79,55,47,71,137
7,20,464,79,37,112,22,137
7,20,115,12,90,28,181,137
7,20,201,386,303,47,71,137
7,20,115,12,154,47,71,137
7,20,74,363,5,48,333,137
7,20,284,19,45,360,467,137
7,48,5,0,1,116,71,137
7,20,284,19,69,1,22,137
7,33,473,5,0,50,71,137
7,33,35,110,46,28,181,137
7,33,473,5,11,28,181,137
7,33,473,5,0,1,22,137
7,33,473,5,15,28,181,137
7,33,35,1,0,50,71,137
7,33,473,5,51,48,333,137
7,33,473,5,15,1,22,137
7,33,35,1,3,47,71,137
7,33,473,5,127,1,22,137
7,33,473,5,51,428,22,137
7,33,35,1,44,50,71,137
7,33,35,1,3,327,22,137
7,33,473,5,157,1,22,137
7,33,35,1,15,28,181,137
7,33,473,5,161,1,22,137
