19,24
19,5,0,24
19,45,212,24
19,45,251,24
19,5,1,0,24
19,25,254,58,24
19,5,12,58,24
19,25,3,0,24
19,5,309,272,24
19,5,12,73,24
19,20,7,0,24
19,5,12,245,24
19,11,3,0,24
19,20,7,272,24
19,69,1,0,24
19,11,32,285,24
19,76,17,0,24
19,11,5,0,24
19,313,17,0,24
19,11,45,212,24
19,11,45,251,24
19,11,475,1,134,73,24
19,5,161,227,1,0,24
19,5,15,113,4,0,24
19,11,257,4,3,0,24
19,5,161,355,45,212,24
19,11,3,0,7,272,24
19,5,161,1,3,0,24
19,5,161,355,45,251,24
19,308,301,100,1,0,24
19,5,161,1,7,0,24
19,308,301,4,3,0,24
19,308,301,100,260,0,24
19,5,161,1,44,298,24
19,5,161,1,7,272,24
19,76,17,0,7,272,24
19,5,161,1,134,73,24
19,313,17,6,3,0,24
19,5,126,427,7,272,24
19,5,188,1,3,0,24
19,54,30,132,45,212,24
19,5,270,9,32,285,24
19,5,126,101,17,0,24
19,5,126,427,7,0,24
19,5,188,1,7,0,24
19,54,30,146,45,212,24
19,54,30,132,45,251,24
19,11,5,1,3,0,24
19,5,60,33,7,272,24
19,5,270,9,1,0,24
19,5,188,1,44,298,24
19,5,188,1,7,272,24
19,54,30,229,6,0,24
19,54,30,146,45,251,24
19,11,5,1,7,0,24
19,5,268,179,45,212,24
19,5,60,236,1,0,24
19,5,60,33,23,0,24
19,5,60,33,7,0,24
19,5,270,9,3,0,24
19,5,188,1,134,73,24
19,54,30,286,5,0,24
19,11,5,1,44,298,24
19,11,5,1,7,272,24
19,5,81,42,4,0,24
19,5,268,179,17,0,24
19,5,268,179,45,251,24
19,5,60,290,3,0,24
19,5,13,168,45,212,24
19,25,254,58,12,245,24
19,11,28,39,12,58,24
19,390,424,459,7,0,24
19,5,270,9,316,0,24
19,284,20,470,45,212,24
19,390,424,23,44,298,24
19,54,30,36,23,0,24
19,25,254,58,12,73,24
19,5,11,3,1,0,24
19,69,1,44,23,0,24
19,11,40,23,44,298,24
19,11,5,1,134,73,24
19,5,15,1,3,0,24
19,390,15,1,3,0,24
19,5,363,74,94,0,24
19,5,81,42,6,0,24
19,11,241,469,1,0,24
19,5,1,0,7,272,24
19,284,20,7,1,0,24
19,5,1,44,23,0,24
19,390,15,113,4,0,24
19,390,15,5,1,0,24
19,5,13,168,45,251,24
19,5,1,471,399,285,24
19,11,118,21,438,0,24
19,11,28,498,3,0,24
19,11,5,0,7,272,24
19,69,114,173,6,0,24
19,11,28,39,12,73,24
19,11,139,12,2,0,24
19,390,424,459,7,272,24
19,5,309,272,7,0,24
19,76,17,6,3,0,24
19,284,20,21,438,0,24
19,294,51,364,17,0,24
19,284,20,470,45,251,24
19,390,424,23,175,0,24
19,11,259,37,7,272,24
19,45,11,3,1,0,24
19,20,204,44,1,0,24
19,54,30,124,143,0,24
19,5,11,3,4,0,24
19,69,1,44,50,0,24
19,11,40,23,175,0,24
19,5,15,1,7,0,24
19,390,15,1,5,0,24
19,5,83,220,1,0,24
19,69,1,3,4,0,24
19,11,5,12,2,0,24
19,45,164,1,3,0,24
19,45,11,40,279,73,24
19,45,11,5,1,0,24
19,294,51,5,1,0,24
19,5,0,1,7,272,24
19,5,1,44,50,0,24
19,45,179,268,5,0,24
19,76,17,27,23,0,24
19,45,179,17,6,0,24
19,25,3,1,44,298,24
19,390,15,5,12,58,24
19,20,21,1,3,0,24
19,69,1,0,7,272,24
19,5,11,40,279,73,24
19,20,115,12,2,0,24
19,5,1,8,3,0,24
19,20,74,363,5,0,24
19,11,255,69,1,0,24
19,11,118,21,1,0,24
19,5,12,189,45,212,24
19,11,28,90,12,245,24
19,45,319,17,6,0,24
19,11,28,98,3,0,24
19,11,28,90,12,58,24
19,45,319,17,34,0,24
19,11,28,41,341,272,24
19,11,28,90,12,73,24
19,11,28,15,1,0,24
19,11,28,41,23,0,24
19,11,28,144,23,0,24
19,11,28,15,5,0,24
19,11,28,101,17,0,24
19,45,396,25,3,0,24
19,11,28,59,3,0,24
19,45,402,472,1,0,24
19,45,396,25,254,58,24
19,11,28,358,84,73,24
19,45,92,167,17,0,24
19,45,402,376,32,285,24
19,11,28,145,32,285,24
19,11,28,358,84,261,24
19,45,168,13,23,0,24
19,45,92,78,1,0,24
19,45,166,208,12,58,24
19,45,168,13,3,0,24
19,45,151,42,4,0,24
19,45,166,35,1,0,24
19,45,166,208,12,73,24
19,45,168,13,5,0,24
19,45,470,20,7,272,24
19,45,151,42,6,0,24
19,45,166,208,12,245,24
19,45,53,38,34,0,24
19,45,470,20,7,0,24
19,45,109,238,7,272,24
19,45,379,2,12,245,24
19,45,360,37,6,0,24
19,45,109,169,1,0,24
19,45,109,238,7,0,24
19,45,379,2,12,58,24
19,45,355,161,1,0,24
19,45,360,37,7,0,24
19,45,379,2,12,73,24
19,45,355,161,5,0,24
19,45,360,37,7,272,24
19,11,28,39,12,245,24
19,45,189,12,2,0,24
19,5,13,23,175,0,24
19,45,189,12,5,0,24
19,11,139,12,5,0,24
19,5,13,3,4,0,24
19,11,241,12,2,0,24
19,5,13,3,6,0,24
19,11,241,12,5,0,24
19,5,18,6,17,0,24
19,284,20,115,12,58,24
19,69,117,193,45,212,24
19,284,20,204,44,298,24
19,284,20,115,12,73,24
19,69,275,63,17,0,24
19,69,117,80,99,0,24
19,69,117,193,45,251,24
19,284,20,74,94,0,24
19,284,20,115,12,245,24
19,69,359,139,12,58,24
19,284,20,78,1,0,24
19,69,359,139,12,73,24
19,284,20,21,1,0,24
19,69,359,139,12,245,24
19,284,20,21,84,73,24
19,294,51,48,5,0,24
19,284,20,21,84,261,24
19,294,51,366,44,298,24
19,294,51,48,7,0,24
19,69,1,5,12,58,24
19,294,51,48,7,272,24
19,69,1,5,309,272,24
19,69,1,5,12,73,24
19,69,255,11,32,285,24
19,69,1,5,12,245,24
19,69,255,11,5,0,24
19,11,259,329,84,73,24
19,69,255,11,45,212,24
19,11,259,329,84,261,24
19,69,255,11,45,251,24
19,11,259,37,6,0,24
19,11,259,37,7,0,24
19,45,11,3,4,0,24
19,20,204,44,23,0,24
19,45,11,3,6,0,24
19,20,204,44,50,0,24
19,11,32,9,1,0,24
19,20,204,44,56,0,24
19,11,32,382,1,0,24
19,11,32,9,3,0,24
19,11,32,178,23,0,24
19,11,32,9,316,0,24
19,11,32,197,412,0,24
19,11,5,13,3,0,24
19,313,17,179,45,212,24
19,11,5,15,1,0,24
19,11,5,13,23,0,24
19,313,17,319,45,212,24
19,313,17,179,45,251,24
19,11,5,18,6,0,24
19,313,17,64,23,0,24
19,313,17,319,45,251,24
19,11,5,48,7,0,24
19,313,17,27,23,0,24
19,11,5,51,160,0,24
19,11,5,48,7,272,24
19,11,5,127,1,0,24
19,5,48,247,32,285,24
19,11,5,157,1,0,24
19,5,48,51,160,0,24
19,11,5,161,1,0,24
19,5,48,337,23,0,24
19,11,5,188,1,0,24
19,54,30,20,7,0,24
19,5,11,3,6,0,24
19,54,30,20,7,272,24
19,20,7,1,5,0,24
19,69,1,44,56,0,24
19,20,7,1,44,298,24
19,20,72,185,12,58,24
19,20,7,1,134,73,24
19,20,497,37,7,272,24
19,20,72,192,45,212,24
19,20,72,185,12,73,24
19,20,30,132,45,212,24
19,20,497,37,6,0,24
19,20,497,37,7,0,24
19,20,72,192,45,251,24
19,20,72,185,12,245,24
19,5,15,1,44,298,24
19,20,269,51,160,0,24
19,20,30,146,45,212,24
19,20,30,132,45,251,24
19,5,15,1,134,73,24
19,20,95,296,1,0,24
19,20,269,51,5,0,24
19,20,30,229,6,0,24
19,20,30,146,45,251,24
19,20,202,206,23,0,24
19,20,95,222,6,0,24
19,20,30,286,5,0,24
19,20,234,233,2,0,24
19,20,202,173,6,0,24
19,20,30,36,23,0,24
19,20,310,157,1,0,24
19,5,15,1,7,272,24
19,20,30,124,143,0,24
19,20,310,491,5,0,24
19,20,310,157,5,0,24
19,390,15,1,7,0,24
19,69,232,23,175,0,24
19,5,86,226,1,0,24
19,390,15,1,44,298,24
19,390,15,1,7,272,24
19,5,436,383,23,0,24
19,390,15,1,134,73,24
19,5,83,8,1,0,24
19,5,371,14,2,0,24
19,5,436,383,380,0,24
19,5,83,8,3,0,24
19,5,473,33,7,0,24
19,5,371,14,3,0,24
19,5,83,8,148,0,24
19,5,473,33,23,0,24
19,5,473,33,7,272,24
19,20,78,92,45,212,24
19,20,78,1,3,0,24
19,11,3,13,5,0,24
19,20,78,92,45,251,24
19,20,78,1,5,0,24
19,11,3,14,2,0,24
19,11,3,13,23,0,24
19,20,78,1,7,0,24
19,11,3,8,1,0,24
19,69,1,3,6,0,24
19,20,78,1,44,298,24
19,20,78,1,7,272,24
19,11,3,287,1,0,24
19,11,3,8,148,0,24
19,20,78,1,134,73,24
19,11,3,392,1,0,24
19,11,3,9,1,0,24
19,45,164,1,5,0,24
19,11,3,25,254,58,24
19,11,3,9,316,0,24
19,45,164,1,7,0,24
19,45,11,257,4,0,24
19,5,51,48,7,272,24
19,45,164,1,44,298,24
19,45,11,40,23,0,24
19,45,11,5,12,58,24
19,45,164,1,7,272,24
19,45,11,259,443,272,24
19,5,51,366,44,298,24
19,5,51,48,7,0,24
19,45,164,1,134,73,24
19,45,11,5,309,272,24
19,45,11,5,12,73,24
19,45,11,330,260,0,24
19,294,51,5,12,58,24
19,5,0,2,12,58,24
19,5,0,1,44,298,24
19,45,11,5,12,245,24
19,45,11,475,1,0,24
19,294,51,5,309,272,24
19,294,51,5,12,73,24
19,5,0,50,44,298,24
19,5,0,2,12,73,24
19,5,0,1,134,73,24
19,45,11,139,12,58,24
19,294,51,5,12,245,24
19,5,0,56,44,298,24
19,5,0,2,12,245,24
19,45,11,241,12,58,24
19,45,11,139,12,73,24
19,5,0,23,44,298,24
19,25,3,8,148,0,24
19,45,11,241,12,73,24
19,45,11,139,12,245,24
19,25,3,6,17,0,24
19,25,3,9,1,0,24
19,25,3,8,1,0,24
19,45,11,241,12,245,24
19,69,1,15,5,0,24
19,25,3,11,45,212,24
19,25,3,9,32,285,24
19,5,1,44,56,0,24
19,69,1,21,438,0,24
19,76,17,64,23,0,24
19,45,179,17,34,0,24
19,25,3,14,2,0,24
19,25,3,11,5,0,24
19,25,3,11,45,251,24
19,25,3,9,316,0,24
19,69,1,22,7,272,24
19,69,1,21,84,73,24
19,76,17,319,45,212,24
19,25,3,287,1,0,24
19,25,3,11,32,285,24
19,11,3,1,44,298,24
19,11,45,164,1,0,24
19,25,3,1,5,0,24
19,69,1,9,32,285,24
19,390,15,5,309,272,24
19,69,1,22,7,0,24
19,390,15,5,12,73,24
19,69,1,21,84,261,24
19,5,1,3,4,0,24
19,20,21,1,5,0,24
19,76,17,179,45,212,24
19,76,17,319,45,251,24
19,25,3,392,1,0,24
19,11,3,1,5,0,24
19,20,7,107,12,58,24
19,5,127,1,7,0,24
19,5,11,257,4,0,24
19,5,11,40,23,0,24
19,11,45,179,17,0,24
19,25,3,1,7,0,24
19,20,115,12,5,0,24
19,25,3,1,134,73,24
19,25,3,1,7,272,24
19,69,1,164,45,212,24
19,69,1,9,3,0,24
19,69,1,382,32,285,24
19,69,1,164,45,251,24
19,69,1,9,316,0,24
19,69,1,8,3,0,24
19,5,1,21,84,73,24
19,69,1,392,3,0,24
19,69,1,8,148,0,24
19,5,1,100,260,0,24
19,5,1,21,438,0,24
19,5,1,21,84,261,24
19,69,1,152,34,0,24
19,5,1,9,3,0,24
19,69,1,100,260,0,24
19,5,1,22,7,272,24
19,5,1,9,32,285,24
19,69,1,127,5,0,24
19,5,1,164,45,212,24
19,5,1,22,7,0,24
19,5,1,9,316,0,24
19,69,1,157,5,0,24
19,5,1,382,32,285,24
19,5,1,164,45,251,24
19,69,1,161,5,0,24
19,5,1,152,34,0,24
19,69,1,188,5,0,24
19,5,1,392,3,0,24
19,69,1,287,3,0,24
19,5,1,287,3,0,24
19,5,1,8,148,0,24
19,390,15,5,12,245,24
19,5,1,3,6,0,24
19,20,21,1,7,0,24
19,11,311,168,45,212,24
19,20,21,1,44,298,24
19,20,21,1,7,272,24
19,11,361,109,45,212,24
19,11,311,168,45,251,24
19,20,21,1,134,73,24
19,11,324,287,1,0,24
19,11,361,109,45,251,24
19,11,332,104,23,0,24
19,11,324,287,3,0,24
19,76,17,179,45,251,24
19,25,3,13,5,0,24
19,11,3,1,7,0,24
19,25,3,13,23,0,24
19,11,3,1,134,73,24
19,11,3,1,7,272,24
19,20,7,33,23,0,24
19,20,7,107,12,73,24
19,20,7,235,50,0,24
19,20,7,107,12,245,24
19,20,7,265,23,0,24
19,11,118,21,84,73,24
19,20,7,48,5,0,24
19,11,118,21,84,261,24
19,20,7,62,2,0,24
19,5,127,1,44,298,24
19,20,7,22,1,0,24
19,5,127,1,134,73,24
19,20,7,37,6,0,24
19,5,127,1,7,272,24
19,5,11,259,443,272,24
19,5,12,107,7,272,24
19,5,11,330,260,0,24
19,5,12,492,260,0,24
19,5,12,107,7,0,24
19,5,11,475,1,0,24
19,5,12,315,260,0,24
19,5,11,139,12,58,24
19,5,12,189,45,251,24
19,5,11,241,12,58,24
19,5,11,139,12,73,24
19,5,11,241,12,73,24
19,5,11,139,12,245,24
19,5,11,241,12,245,24
19,11,45,189,12,58,24
19,11,45,319,17,0,24
19,11,45,189,12,73,24
19,11,45,379,2,0,24
19,11,45,189,12,245,24
19,69,1,487,37,6,0,24
19,5,15,28,11,32,285,24
19,5,1,8,100,260,0,24
19,5,1,392,3,4,0,24
19,11,311,168,13,3,0,24
19,5,11,241,12,2,0,24
19,69,1,100,8,3,0,24
19,69,1,8,3,4,0,24
19,69,1,8,100,260,0,24
19,20,21,1,44,23,0,24
19,11,45,189,12,2,0,24
19,5,1,9,3,4,0,24
19,11,361,109,169,1,0,24
19,20,21,1,471,399,285,24
19,5,1,22,327,3,0,24
19,76,162,44,23,175,0,24
19,11,324,287,1,3,0,24
19,11,440,28,59,3,0,24
19,11,332,449,60,5,0,24
19,11,332,104,150,23,0,24
19,11,332,104,23,44,298,24
19,69,1,161,5,12,58,24
19,11,28,15,5,1,0,24
19,5,161,227,1,3,0,24
19,25,3,327,22,1,0,24
19,25,3,13,5,1,0,24
19,45,319,17,64,23,0,24
19,11,324,287,3,1,0,24
19,25,3,13,168,45,212,24
19,25,3,13,23,44,298,24
19,11,45,179,17,6,0,24
19,11,3,1,9,32,285,24
19,69,1,127,5,12,58,24
19,20,7,33,23,44,298,24
19,20,115,12,189,45,212,24
19,20,7,33,60,5,0,24
19,69,1,161,355,45,212,24
19,69,1,157,5,12,58,24
19,20,7,235,50,44,298,24
19,20,7,107,12,2,0,24
19,20,7,265,23,44,298,24
19,5,1,9,38,34,0,24
19,11,118,21,20,7,0,24
19,45,168,13,3,1,0,24
19,20,7,48,493,495,212,24
19,5,1,100,8,3,0,24
19,11,28,90,111,1,0,24
19,11,28,144,23,44,298,24
19,20,7,48,5,1,0,24
19,5,15,113,4,3,0,24
19,20,7,62,103,17,0,24
19,20,7,62,2,12,245,24
19,69,1,392,3,4,0,24
19,69,1,157,416,3,0,24
19,45,151,42,4,3,0,24
19,45,166,35,33,7,0,24
19,20,7,22,327,3,0,24
19,20,7,22,1,3,0,24
19,5,1,3,6,17,0,24
19,5,1,3,8,148,0,24
19,390,15,5,12,2,0,24
19,5,1,152,34,17,0,24
19,308,301,100,1,3,0,24
19,20,7,427,126,5,0,24
19,20,7,37,259,443,272,24
19,5,127,1,9,316,0,24
19,20,7,37,6,3,0,24
19,5,11,259,37,7,272,24
19,69,1,9,38,34,0,24
19,5,13,23,44,1,0,24
19,45,470,20,115,12,58,24
19,11,257,4,3,1,0,24
19,45,396,25,3,1,0,24
19,45,151,42,81,5,0,24
19,5,12,107,7,1,0,24
19,5,1,287,3,4,0,24
19,69,1,188,5,12,58,24
19,5,161,1,0,7,272,24
19,11,3,0,1,7,272,24
19,5,11,475,1,3,0,24
19,45,151,42,6,3,0,24
19,5,12,241,11,32,285,24
19,20,115,12,5,1,0,24
19,45,53,198,116,1,0,24
19,11,28,101,126,5,0,24
19,45,53,38,9,32,285,24
19,5,11,28,39,12,58,24
19,5,1,236,357,23,0,24
19,25,3,1,9,32,285,24
19,390,424,23,0,7,272,24
19,5,11,241,469,1,0,24
19,45,53,38,34,17,0,24
19,5,127,1,44,23,0,24
19,45,470,20,7,1,0,24
19,20,115,12,73,84,261,24
19,69,1,287,3,4,0,24
19,69,1,152,34,17,0,24
19,5,161,1,3,4,0,24
19,20,7,0,1,44,298,24
19,69,1,9,3,4,0,24
19,308,301,4,0,7,272,24
19,11,45,319,17,6,0,24
19,5,1,21,20,7,0,24
19,5,157,253,372,3,0,24
19,45,166,35,1,3,0,24
19,11,28,101,17,6,0,24
19,76,17,6,0,7,272,24
19,11,45,396,25,3,0,24
19,45,379,2,14,3,0,24
19,11,45,379,2,12,245,24
19,69,1,108,199,6,0,24
19,11,3,4,42,6,0,24
19,69,232,23,0,7,272,24
19,69,1,487,37,7,0,24
19,5,15,16,47,3,0,24
19,5,15,28,39,12,58,24
19,11,28,98,3,1,0,24
19,76,162,44,1,3,0,24
19,20,21,118,11,3,0,24
19,5,15,28,11,3,0,24
19,45,360,37,6,3,0,24
19,5,1,8,10,2,0,24
19,11,259,443,272,7,0,24
19,45,109,361,11,32,285,24
19,5,1,392,3,6,0,24
19,45,109,169,1,3,0,24
19,11,311,168,13,5,0,24
19,45,168,13,5,1,0,24
19,11,28,90,12,2,0,24
19,45,379,2,0,7,272,24
19,45,109,238,7,1,0,24
19,308,301,4,42,6,0,24
19,69,1,100,124,143,0,24
19,45,11,5,0,7,272,24
19,45,192,72,185,12,58,24
19,69,1,100,8,148,0,24
19,308,301,4,3,1,0,24
19,69,1,8,3,6,0,24
19,11,257,4,42,6,0,24
19,308,301,100,8,148,0,24
19,45,355,161,1,3,0,24
19,69,1,8,83,5,0,24
19,45,360,37,159,4,0,24
19,20,21,1,44,50,0,24
19,45,179,17,0,7,272,24
19,11,45,189,12,5,0,24
19,45,379,2,12,5,0,24
19,5,1,9,3,6,0,24
19,45,355,161,5,1,0,24
19,45,360,37,7,1,0,24
19,284,20,204,44,1,0,24
19,11,361,109,238,7,0,24
19,20,21,1,8,3,0,24
19,5,13,23,33,7,0,24
19,11,324,287,1,5,0,24
19,45,189,12,107,7,272,24
19,11,49,46,33,7,272,24
19,11,440,28,498,3,0,24
19,5,157,1,3,4,0,24
19,313,17,6,205,380,0,24
19,11,139,12,189,45,212,24
19,45,189,12,5,1,0,24
19,11,332,104,23,175,0,24
19,11,139,12,5,1,0,24
19,69,1,161,5,309,272,24
19,69,1,161,5,12,73,24
19,76,17,0,1,7,272,24
19,313,17,6,3,1,0,24
19,11,28,15,5,12,58,24
19,5,161,227,1,7,0,24
19,5,13,3,8,148,0,24
19,25,3,59,367,32,285,24
19,25,3,327,22,7,0,24
19,45,355,161,227,1,0,24
19,11,28,59,3,1,0,24
19,5,13,3,6,17,0,24
19,11,241,12,189,45,212,24
19,25,3,13,5,12,58,24
19,45,319,17,27,23,0,24
19,11,241,12,5,1,0,24
19,11,324,287,3,4,0,24
19,5,18,6,42,4,0,24
19,45,319,17,6,3,0,24
19,11,475,1,44,23,0,24
19,25,3,13,168,45,251,24
19,25,3,13,23,175,0,24
19,5,18,6,17,34,0,24
19,11,45,179,17,34,0,24
19,5,11,32,9,1,0,24
19,11,3,4,0,7,272,24
19,11,3,1,21,438,0,24
19,11,3,1,9,316,0,24
19,5,51,160,0,7,272,24
19,69,1,127,5,309,272,24
19,5,161,1,9,316,0,24
19,11,475,1,3,4,0,24
19,5,161,1,44,23,0,24
19,69,1,127,5,12,73,24
19,20,7,33,23,175,0,24
19,11,330,260,492,12,245,24
19,20,115,12,107,7,272,24
19,20,115,12,189,45,251,24
19,11,28,59,367,32,285,24
19,5,188,1,3,4,0,24
19,20,7,33,35,1,0,24
19,11,257,4,0,7,272,24
19,45,166,208,12,2,0,24
19,11,5,1,0,7,272,24
19,69,1,161,355,45,251,24
19,69,1,157,5,309,272,24
19,11,330,260,492,12,58,24
19,69,1,157,5,12,73,24
19,69,232,23,44,1,0,24
19,69,275,63,17,6,0,24
19,20,7,107,12,5,0,24
19,69,117,187,145,32,285,24
19,20,7,265,23,175,0,24
19,5,1,9,493,495,212,24
19,5,126,101,17,6,0,24
19,284,20,78,92,45,212,24
19,284,20,30,229,6,0,24
19,284,20,78,1,3,0,24
19,11,118,21,20,7,272,24
19,45,168,13,3,4,0,24
19,20,7,48,247,32,285,24
19,5,1,100,124,143,0,24
19,5,1,100,8,148,0,24
19,11,28,144,23,175,0,24
19,20,7,48,5,12,58,24
19,390,15,1,0,7,272,24
19,20,7,62,2,12,58,24
19,69,1,392,3,6,0,24
19,5,126,427,7,1,0,24
19,284,20,21,1,3,0,24
19,69,1,7,107,12,58,24
19,69,359,139,12,2,0,24
19,45,166,35,33,23,0,24
19,45,166,35,33,7,272,24
19,5,157,416,3,1,0,24
19,5,11,3,0,7,272,24
19,313,17,34,0,7,272,24
19,20,470,45,11,32,285,24
19,20,7,22,1,5,0,24
19,294,51,48,5,1,0,24
19,294,51,269,20,7,0,24
19,5,1,3,13,23,0,24
19,5,13,3,0,7,272,24
19,294,51,366,44,1,0,24
19,294,51,48,247,32,285,24
19,45,402,472,1,3,0,24
19,11,330,260,0,7,272,24
19,308,301,100,1,5,0,24
19,5,127,1,0,7,272,24
19,11,5,1,3,4,0,24
19,69,1,5,11,32,285,24
19,20,7,114,173,6,0,24
19,20,7,37,360,45,212,24
19,294,51,48,7,1,0,24
19,5,127,1,21,438,0,24
19,5,127,1,9,3,0,24
19,11,40,279,73,12,245,24
19,20,7,37,6,17,0,24
19,5,11,259,329,84,73,24
19,25,254,336,197,32,285,24
19,69,1,5,12,2,0,24
19,5,11,259,37,6,0,24
19,5,11,259,37,7,0,24
19,69,255,11,5,1,0,24
19,69,1,9,270,5,0,24
19,284,20,74,363,5,0,24
19,45,92,167,17,6,0,24
19,11,475,1,5,12,58,24
19,11,475,1,0,7,272,24
19,69,255,11,40,279,73,24
19,5,13,23,44,50,0,24
19,45,470,20,21,438,0,24
19,5,270,9,1,3,0,24
19,45,470,20,115,12,73,24
19,11,257,4,3,6,0,24
19,11,259,37,159,4,0,24
19,45,396,25,3,4,0,24
19,11,139,359,69,1,0,24
19,11,259,37,6,3,0,24
19,11,259,37,7,1,0,24
19,11,5,1,44,23,0,24
19,5,1,287,3,6,0,24
19,69,1,188,5,309,272,24
19,45,92,167,293,1,0,24
19,5,188,1,44,23,0,24
19,20,204,44,23,175,0,24
19,69,1,188,5,12,73,24
19,11,3,0,2,12,58,24
19,45,11,3,9,32,285,24
19,11,3,0,1,44,298,24
19,45,11,3,6,17,0,24
19,5,11,475,1,7,0,24
19,5,157,1,9,316,0,24
19,54,30,229,6,3,0,24
19,45,151,42,6,17,0,24
19,5,12,139,11,32,285,24
19,5,12,241,469,1,0,24
19,5,13,23,0,7,272,24
19,5,12,241,11,3,0,24
19,11,5,12,73,84,261,24
19,20,115,12,5,309,272,24
19,11,28,15,113,4,0,24
19,5,157,1,0,7,272,24
19,11,32,9,1,3,0,24
19,20,204,44,274,143,0,24
19,45,53,38,197,412,0,24
19,11,32,382,1,3,0,24
19,45,53,38,9,1,0,24
19,45,402,462,57,1,0,24
19,11,32,9,3,1,0,24
19,5,11,118,21,438,0,24
19,5,11,28,498,3,0,24
19,5,11,28,39,12,73,24
19,5,1,108,199,6,0,24
19,11,40,153,33,7,272,24
19,11,32,178,23,44,298,24
19,25,3,1,21,438,0,24
19,25,3,1,9,316,0,24
19,11,28,244,85,399,285,24
19,11,32,9,38,34,0,24
19,11,32,247,48,5,0,24
19,11,32,197,38,34,0,24
19,5,127,1,44,50,0,24
19,5,15,1,0,7,272,24
19,5,60,236,357,23,0,24
19,5,60,236,1,3,0,24
19,11,139,12,73,84,261,24
19,69,1,287,3,6,0,24
19,11,5,13,3,1,0,24
19,69,117,80,97,1,0,24
19,313,17,179,268,5,0,24
19,11,5,15,113,4,0,24
19,5,60,33,7,1,0,24
19,5,161,1,3,6,0,24
19,20,7,0,2,12,58,24
19,20,7,0,1,134,73,24
19,69,1,9,3,6,0,24
